#------------------------------------------------------------------------------------------------------------
#  ~ DateTime: 2021-02-09 00:10:18
#  ~ Dataframe name: "syslog_messages"
#  ~ Number of events in the dataframe: 1166
#  ~ Number of unique labels ('label_event_type') in the dataframe: 11
#  ~ Selected features set for the clustering: ['Logging_Daemon', 'Operation@', 'Tty', 'System_message@', 'EUID']
#  ~ The dataframe was scaled using the scaler: MinMaxScaler
#  ~ Parameters:  EPS=0.2480812289451326  MinPts=2 (The EPS parameter was calculated in 0.013473 seconds)
#  ~ The DBSCAN clustering process was performed in 0.020579 seconds
#  ~ Results summary: (24 Clus. | 28 Outl. | Homg.: 100.00% | Comp.: 85.64% | V-measure: 92.26% | AR: 97.01% | AMI: 91.93%)
#
#  ~ Details of clusters:
#       Cluster [0] contains 8 items. MV:["D040"]. Details:{'D04': 8}
#       Cluster [1] contains 94 items. MV:["D091"]. Details:{'D09': 94}
#       Cluster [2] contains 702 items. MV:["D022"]. Details:{'D02': 702}
#       Cluster [3] contains 80 items. MV:["D103"]. Details:{'D10': 80}
#       Cluster [4] contains 12 items. MV:["D064"]. Details:{'D06': 12}
#       Cluster [5] contains 13 items. MV:["D035"]. Details:{'D03': 13}
#       Cluster [6] contains 7 items. MV:["D076"]. Details:{'D07': 7}
#       Cluster [7] contains 8 items. MV:["D017"]. Details:{'D01': 8}
#       Cluster [8] contains 140 items. MV:["D078"]. Details:{'D07': 140}
#       Cluster [9] contains 2 items. MV:["D079"]. Details:{'D07': 2}
#       Cluster [10] contains 2 items. MV:["D0710"]. Details:{'D07': 2}
#       Cluster [11] contains 2 items. MV:["D0711"]. Details:{'D07': 2}
#       Cluster [12] contains 2 items. MV:["D0712"]. Details:{'D07': 2}
#       Cluster [13] contains 2 items. MV:["D0713"]. Details:{'D07': 2}
#       Cluster [14] contains 6 items. MV:["D0814"]. Details:{'D08': 6}
#       Cluster [15] contains 5 items. MV:["D0815"]. Details:{'D08': 5}
#       Cluster [16] contains 3 items. MV:["D0816"]. Details:{'D08': 3}
#       Cluster [17] contains 2 items. MV:["D0717"]. Details:{'D07': 2}
#       Cluster [18] contains 3 items. MV:["D0518"]. Details:{'D05': 3}
#       Cluster [19] contains 30 items. MV:["D0719"]. Details:{'D07': 30}
#       Cluster [20] contains 3 items. MV:["D0720"]. Details:{'D07': 3}
#       Cluster [21] contains 6 items. MV:["D0721"]. Details:{'D07': 6}
#       Cluster [22] contains 3 items. MV:["D1122"]. Details:{'D11': 3}
#       Cluster [23] contains 3 items. MV:["D0823"]. Details:{'D08': 3}
#
#  ~ Details of outliers: {'D04': 2, 'D06': 2, 'D07': 22, 'D11': 2}
#
#  ~ Confusion matrix:
#     +--------+----------------------------------------------------------------------------+
#     | Actual +                                 Predicted                                  |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+
#     |        | D01  | D02  | D03  | D04  | D05  | D06  | D07  | D08  | D09  | D10  | D11  |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+
#     |  D01   |  8   |      |      |      |      |      |      |      |      |      |      |
#     |  D02   |      | 702  |      |      |      |      |      |      |      |      |      |
#     |  D03   |      |      |  13  |      |      |      |      |      |      |      |      |
#     |  D04   |      |      |      |  8   |      |      |      |      |      |      |      |
#     |  D05   |      |      |      |      |  3   |      |      |      |      |      |      |
#     |  D06   |      |      |      |      |      |  12  |      |      |      |      |      |
#     |  D07   |      |      |      |      |      |      | 198  |      |      |      |      |
#     |  D08   |      |      |      |      |      |      |      |  17  |      |      |      |
#     |  D09   |      |      |      |      |      |      |      |      |  94  |      |      |
#     |  D10   |      |      |      |      |      |      |      |      |      |  80  |      |
#     |  D11   |      |      |      |      |      |      |      |      |      |      |  3   |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+
#
#  ~ Note: to import this file into Python, use: "DF = pandas.read_csv(file_name, sep=',', comment='#')"
#
#------------------------------------------------------------------------------------------------------------
DateTime~,Logging_device~,System_message@,Remotehost@,User,Tty,Logging_Daemon,Operation@,UID,EUID,PID~,label_event_type~,label_IPpair_ID~,phase1_predicted_label~
1107549753,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8113,"D02","S471","D_2"
1107549754,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8115,"D02","S471","D_2"
1107550644,"combo","error for ^X\F7\FF\BF^X\F7\FF\BF^Z\F7\FF\BF^Z\F7\FF\BF%8x%8x%8x%8x%8x%8x%8x%8x%8x%62716x%hn%51859x%hn\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220","-","-","-","rpc.statd","gethostbyname","-","-",1601,"D06","@","D_4"
1107550646,"combo","error for ^X\F7\FF\BF^X\F7\FF\BF^Z\F7\FF\BF^Z\F7\FF\BF%8x%8x%8x%8x%8x%8x%8x%8x%8x%62716x%hn%51859x%hn\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220","-","-","-","rpc.statd","gethostbyname","-","-",1601,"D06","@","D_4"
1107594203,"combo","-","-","news","-","su(pam_unix)","session opened","0","-",9579,"D09","@","D_1"
1107594203,"combo","-","-","news","-","su(pam_unix)","session closed","-","-",9579,"D09","@","D_1"
1107595109,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9659,"D02","S130","D_2"
1107595112,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9661,"D02","S130","D_2"
1107595118,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9663,"D02","S130","D_2"
1107595123,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9665,"D02","S130","D_2"
1107595127,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9667,"D02","S130","D_2"
1107595128,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9669,"D02","S130","D_2"
1107595131,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9671,"D02","S130","D_2"
1107595132,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9673,"D02","S130","D_2"
1107595136,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9675,"D02","S130","D_2"
1107595138,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9677,"D02","S130","D_2"
1107595141,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9679,"D02","S130","D_2"
1107595141,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9680,"D02","S130","D_2"
1107595142,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9683,"D02","S130","D_2"
1107595146,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9685,"D02","S130","D_2"
1107595149,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9687,"D02","S130","D_2"
1107595151,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9689,"D02","S130","D_2"
1107595152,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9691,"D02","S130","D_2"
1107595154,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9693,"D02","S130","D_2"
1107595156,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9695,"D02","S130","D_2"
1107595158,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9697,"D02","S130","D_2"
1107595161,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9700,"D02","S130","D_2"
1107595161,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9699,"D02","S130","D_2"
1107595163,"combo","-","210.3.2.8","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",9703,"D02","S130","D_2"
1107679949,"combo","-","-","-","-","cups","cupsd shutdown succeeded","-","-",0,"D03","@","D_5"
1107679951,"combo","modprobe: Can't locate module char-major-188","-","-","-","modprobe","-","-","-",0,"D07","@","D_6"
1107679952,"combo","last message repeated 15 times","-","-","-","-","-","-","-",0,"D01","@","D_7"
1107679952,"combo","-","-","-","-","cups","cupsd startup succeeded","-","-",0,"D03","@","D_5"
1107679954,"combo","-","-","-","-","syslogd 1.4.1","restart.","-","-",0,"D04","@","D_0"
1107680238,"combo","-","-","news","-","su(pam_unix)","session opened","0","-",12149,"D09","@","D_1"
1107680239,"combo","-","-","news","-","su(pam_unix)","session closed","-","-",12149,"D09","@","D_1"
1107766466,"combo","-","-","news","-","su(pam_unix)","session opened","0","-",29055,"D09","@","D_1"
1107766470,"combo","-","-","news","-","su(pam_unix)","session closed","-","-",29055,"D09","@","D_1"
1107852863,"combo","-","-","news","-","su(pam_unix)","session opened","0","-",31436,"D09","@","D_1"
1107852864,"combo","-","-","news","-","su(pam_unix)","session closed","-","-",31436,"D09","@","D_1"
1107939271,"combo","-","-","news","-","su(pam_unix)","session opened","0","-",1460,"D09","@","D_1"
1107939275,"combo","-","-","news","-","su(pam_unix)","session closed","-","-",1460,"D09","@","D_1"
1108010637,"combo","-","-","test","-","sshd(pam_unix)","session opened","508","-",3204,"D10","@","D_3"
1108010637,"combo","-","-","test","-","sshd(pam_unix)","session opened","508","-",3205,"D10","@","D_3"
1108010637,"combo","-","-","test","-","sshd(pam_unix)","session opened","508","-",3206,"D10","@","D_3"
1108010637,"combo","-","-","test","-","sshd(pam_unix)","session opened","508","-",3203,"D10","@","D_3"
1108010637,"combo","-","-","test","-","sshd(pam_unix)","session closed","-","-",3206,"D10","@","D_3"
1108010637,"combo","-","-","test","-","sshd(pam_unix)","session closed","-","-",3204,"D10","@","D_3"
1108010637,"combo","-","-","test","-","sshd(pam_unix)","session closed","-","-",3205,"D10","@","D_3"
1108010637,"combo","-","-","test","-","sshd(pam_unix)","session opened","508","-",3207,"D10","@","D_3"
1108010638,"combo","-","-","test","-","sshd(pam_unix)","session closed","-","-",3203,"D10","@","D_3"
1108010638,"combo","-","-","test","-","sshd(pam_unix)","session closed","-","-",3207,"D10","@","D_3"
1108025848,"combo","-","-","news","-","su(pam_unix)","session opened","0","-",3967,"D09","@","D_1"
1108025848,"combo","-","-","news","-","su(pam_unix)","session closed","-","-",3967,"D09","@","D_1"
1108062719,"combo","-","-","test","-","sshd(pam_unix)","session opened","508","-",4946,"D10","@","D_3"
1108062719,"combo","-","-","test","-","sshd(pam_unix)","session closed","-","-",4946,"D10","@","D_3"
1108112108,"combo","-","-","news","-","su(pam_unix)","session opened","0","-",6464,"D09","@","D_1"
1108112109,"combo","-","-","news","-","su(pam_unix)","session closed","-","-",6464,"D09","@","D_1"
1108133129,"combo","-","www.econtinuafcc.cs.buap.mx","mail","NODEVssh","sshd(pam_unix)","authentication failure","0","0",7086,"D02","S19","D_2"
1108145432,"combo","-","-","-","-","syslogd 1.4.1","restart.","-","-",0,"D04","@","D_0"
1108145432,"combo","-","-","-","-","syslog","syslogd startup succeeded","-","-",0,"D04","@","D_OUTLIER"
1108145432,"combo","klogd 1.4.1, log source = /proc/kmsg started.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145432,"combo","Linux version 2.4.20-8 (bhcompile@porky.devel.redhat.com) (gcc version 3.2.2 20030222 (Red Hat Linux 3.2.2-5)) #1 Thu Mar 13 17:54:28 EST 2003","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145432,"combo","BIOS-provided physical RAM map:","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145432,"combo","BIOS-e820: 0000000000000000 - 00000000000a0000 (usable)","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145432,"combo","BIOS-e820: 00000000000f0000 - 0000000000100000 (reserved)","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145432,"combo","BIOS-e820: 0000000000100000 - 0000000007eae000 (usable)","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145432,"combo","BIOS-e820: 0000000007eae000 - 0000000008000000 (reserved)","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145432,"combo","BIOS-e820: 00000000ffb00000 - 0000000100000000 (reserved)","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145432,"combo","0MB HIGHMEM available.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145432,"combo","126MB LOWMEM available.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145432,"combo","On node 0 totalpages: 32430","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145432,"combo","zone(0): 4096 pages.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145432,"combo","klogd startup succeeded","-","-","-","syslog","-","-","-",0,"D04","@","D_OUTLIER"
1108145432,"combo","zone(1): 28334 pages.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145432,"combo","zone(2): 0 pages.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145432,"combo","Kernel command line: ro root=LABEL=/","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145432,"combo","-","-","-","-","irqbalance","irqbalance startup succeeded","-","-",0,"D07","@","D_OUTLIER"
1108145432,"combo","Initializing CPU#0","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","Detected 730.970 MHz processor.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","Console: colour VGA+ 80x25","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","-","-","-","-","portmap","portmap startup succeeded","-","-",0,"D07","@","D_OUTLIER"
1108145433,"combo","Calibrating delay loop... 1458.17 BogoMIPS","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","Memory: 123436k/129720k available (1347k kernel code, 4888k reserved, 999k data, 132k init, 0k highmem)","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","Dentry cache hash table entries: 16384 (order: 5, 131072 bytes)","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","Version 1.0.1 Starting","-","-","-","rpc.statd","-","-","-",1601,"D06","@","D_OUTLIER"
1108145433,"combo","-","-","-","-","nfslock","rpc.statd startup succeeded","-","-",0,"D06","@","D_OUTLIER"
1108145433,"combo","Inode cache hash table entries: 8192 (order: 4, 65536 bytes)","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","-","-","-","-","keytable","Loading keymap: ","-","-",0,"D07","@","D_OUTLIER"
1108145433,"combo","Mount cache hash table entries: 512 (order: 0, 4096 bytes)","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","Buffer-cache hash table entries: 4096 (order: 2, 16384 bytes)","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","Page-cache hash table entries: 32768 (order: 5, 131072 bytes)","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","CPU: L1 I cache: 16K, L1 D cache: 16K","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","CPU: L2 cache: 256K","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","Intel machine check architecture supported.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","-","-","-","-","keytable","-","-","-",0,"D07","@","D_9"
1108145433,"combo","Intel machine check reporting enabled on CPU#0.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","-","-","-","-","keytable","-","-","-",0,"D07","@","D_9"
1108145433,"combo","-","-","-","-","rc","Starting keytable:  succeeded","-","-",0,"D07","@","D_10"
1108145433,"combo","CPU: Intel Pentium III (Coppermine) stepping 06","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","Enabling fast FPU save and restore... done.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","Enabling unmasked SIMD FPU exception support... done.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","Checking 'hlt' instruction... OK.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145433,"combo","-","-","-","-","random","Initializing random number generator:  succeeded","-","-",0,"D07","@","D_OUTLIER"
1108145433,"combo","POSIX conformance testing by UNIFIX","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145434,"combo","mtrr: v1.40 (20010327) Richard Gooch (rgooch@atnf.csiro.au)","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145434,"combo","mtrr: detected mtrr type: Intel","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145434,"combo","PCI: PCI BIOS revision 2.10 entry at 0xfc0ce, last bus=1","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145434,"combo","-","-","-","-","rc","Starting pcmcia:  succeeded","-","-",0,"D07","@","D_10"
1108145434,"combo","PCI: Using configuration type 1","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145429,"combo","kernel.sysrq = 0 ","-","-","-","sysctl","-","-","-",0,"D07","@","D_11"
1108145434,"combo","-","-","-","-","netfs","Mounting other filesystems:  succeeded","-","-",0,"D07","@","D_OUTLIER"
1108145434,"combo","PCI: Probing PCI hardware","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145429,"combo","kernel.core_uses_pid = 1 ","-","-","-","sysctl","-","-","-",0,"D07","@","D_11"
1108145434,"combo","Version 3.0.2 (APM BIOS 1.2, Linux driver 1.16)","-","-","-","apmd","-","-","-",1669,"D07","@","D_12"
1108145434,"combo","apmd startup succeeded","-","-","-","apmd","-","-","-",0,"D07","@","D_12"
1108145434,"combo","Transparent bridge - Intel Corp. 82801AA PCI Bridge","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145429,"combo","-","-","-","-","network","Setting network parameters:  succeeded ","-","-",0,"D07","@","D_13"
1108145434,"combo","PCI: Using IRQ router PIIX [8086/2410] at 00:1f.0","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145429,"combo","-","-","-","-","network","Bringing up loopback interface:  succeeded ","-","-",0,"D07","@","D_13"
1108145434,"combo","-","-","-","-","autofs","automount startup succeeded","-","-",0,"D07","@","D_OUTLIER"
1108145434,"combo","isapnp: Scanning for PnP cards...","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145435,"combo","isapnp: No Plug & Play device found","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145435,"combo","Linux NET4.0 for Linux 2.4","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145435,"combo","Based upon Swansea University Computer Society NET3.039","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145435,"combo","Initializing RT netlink socket","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145435,"combo","Charge: * * * (-1% unknown)","-","-","-","apmd","-","-","-",1669,"D07","@","D_OUTLIER"
1108145435,"combo","apm: BIOS version 1.2 Flags 0x03 (Driver version 1.16)","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145436,"combo","Starting kswapd","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145436,"combo","VFS: Disk quotas vdquot_6.5.1","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145436,"combo","pty: 2048 Unix98 ptys configured","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145436,"combo","Serial driver version 5.05c (2001-07-08) with MANY_PORTS MULTIPORT SHARE_IRQ SERIAL_PCI ISAPNP enabled","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145437,"combo","ttyS0 at 0x03f8 (irq = 4) is a 16550A","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145437,"combo"," succeeded","-","-","-","sshd","-","-","-",0,"D07","@","D_OUTLIER"
1108145437,"combo","ttyS1 at 0x02f8 (irq = 3) is a 16550A","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145437,"combo","Real Time Clock Driver v1.10e","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145437,"combo","Floppy drive(s): fd0 is 1.44M","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145438,"combo","FDC 0 is a National Semiconductor PC87306","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145438,"combo","NET4: Frame Diverter 0.46","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145438,"combo","RAMDISK driver initialized: 16 RAM disks of 4096K size 1024 blocksize","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145438,"combo","Uniform Multi-Platform E-IDE driver Revision: 7.00beta-2.4","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145438,"combo","ide: Assuming 33MHz system bus speed for PIO modes; override with idebus=xx","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145438,"combo","ICH: IDE controller at PCI slot 00:1f.1","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145438,"combo","ICH: chipset revision 2","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145438,"combo","ICH: not 100%% native mode: will probe irqs later","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145438,"combo","    ide0: BM-DMA at 0xffa0-0xffa7, BIOS settings: hda:DMA, hdb:pio","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145438,"combo","    ide1: BM-DMA at 0xffa8-0xffaf, BIOS settings: hdc:DMA, hdd:pio","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145438,"combo","hda: IBM-DTLA-307015, ATA DISK drive","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145438,"combo","blk: queue c03c9f40, I/O limit 4095Mb (mask 0xffffffff)","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145438,"combo","hdc: SAMSUNG CD-ROM SN-124, ATAPI CD/DVD-ROM drive","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145438,"combo","hdc: Disabling (U)DMA for SAMSUNG CD-ROM SN-124","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145438,"combo","ide0 at 0x1f0-0x1f7,0x3f6 on irq 14","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145438,"combo","ide1 at 0x170-0x177,0x376 on irq 15","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","hda: host protected area => 1","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","hda: 29336832 sectors (15020 MB) w/1916KiB Cache, CHS=1826/255/63, UDMA(66)","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","ide-floppy driver 0.99.newide","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","Partition check:","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo"," hda: hda1 hda2 hda3","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","ide-floppy driver 0.99.newide","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","md: md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","md: Autodetecting RAID arrays.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","md: autorun ...","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","md: ... autorun DONE.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","NET4: Linux TCP/IP 1.0 for NET4.0","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","IP Protocols: ICMP, UDP, TCP, IGMP","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","IP: routing cache hash table of 512 buckets, 4Kbytes","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","TCP: Hash tables configured (established 8192 bind 16384)","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","Linux IP multicast router 0.06 plus PIM-SM","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","NET4: Unix domain sockets 1.0/SMP for Linux NET4.0.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","RAMDISK: Compressed image found at block 0","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","Freeing initrd memory: 145k freed","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145439,"combo","VFS: Mounted root (ext2 filesystem).","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145440,"combo","Journalled Block Device driver loaded","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145440,"combo","EXT3-fs: INFO: recovery required on readonly filesystem.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145440,"combo","EXT3-fs: write access will be enabled during recovery.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145440,"combo","kjournald starting.  Commit interval 5 seconds","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145440,"combo","EXT3-fs: recovery complete.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145440,"combo","EXT3-fs: mounted filesystem with ordered data mode.","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145440,"combo","Freeing unused kernel memory: 132k freed","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145440,"combo","usb.c: registered new driver usbdevfs","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145440,"combo","usb.c: registered new driver hub","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145440,"combo","usb-uhci.c: $Revision: 1.275 $ time 17:59:01 Mar 13 2003","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
1108145440,"combo","usb-uhci.c: High bandwidth mode enabled","-","-","-","kernel","-","-","-",0,"D07","@","D_8"
