#------------------------------------------------------------------------------------------------------------
#  ~ DateTime: 2021-02-09 00:10:18
#  ~ Dataframe name: "http_ssl_error"
#  ~ Number of events in the dataframe: 374
#  ~ Number of unique labels ('label_event_type') in the dataframe: 4
#  ~ Selected features set for the clustering: ['Type', 'Message@']
#  ~ The dataframe was scaled using the scaler: MinMaxScaler
#  ~ Parameters:  EPS=0.12346400723600937  MinPts=2 (The EPS parameter was calculated in 0.005108 seconds)
#  ~ The DBSCAN clustering process was performed in 0.003224 seconds
#  ~ Results summary: (4 Clus. | 0 Outl. | Homg.: 100.00% | Comp.: 100.00% | V-measure: 100.00% | AR: 100.00% | AMI: 100.00%)
#
#  ~ Details of clusters:
#       Cluster [0] contains 22 items. MV:["C040"]. Details:{'C04': 22}
#       Cluster [1] contains 183 items. MV:["C021"]. Details:{'C02': 183}
#       Cluster [2] contains 142 items. MV:["C012"]. Details:{'C01': 142}
#       Cluster [3] contains 27 items. MV:["C033"]. Details:{'C03': 27}
#
#  ~ Confusion matrix:
#     +--------+---------------------------+
#     | Actual +        Predicted          |
#     +--------+------+------+------+------+
#     |        | C01  | C02  | C03  | C04  |
#     +--------+------+------+------+------+
#     |  C01   | 142  |      |      |      |
#     |  C02   |      | 183  |      |      |
#     |  C03   |      |      |  27  |      |
#     |  C04   |      |      |      |  22  |
#     +--------+------+------+------+------+
#
#  ~ Note: to import this file into Python, use: "DF = pandas.read_csv(file_name, sep=',', comment='#')"
#
#------------------------------------------------------------------------------------------------------------
DateTime~,Message@,Type,label_event_type~,label_IPpair_ID~,phase1_predicted_label~
1109269815,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269815,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269815,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109494261,"RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","warn","C04","@","C_0"
1109494261,"RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","warn","C04","@","C_0"
1109588596,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109588596,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109588596,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109588596,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109588596,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109588596,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109588596,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109588596,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109588596,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109588596,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109588596,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109588596,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109588596,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109588596,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109588596,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109588596,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109588596,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109588596,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109588596,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109588596,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109588596,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109588596,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109588596,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109984595,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S359","C_1"
1109984595,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S359","C_1"
1109984595,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S359","C_1"
1109984595,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S359","C_1"
1109984598,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S359","C_1"
1109984598,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S359","C_1"
1109984598,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S359","C_1"
1109984598,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S359","C_1"
1109984598,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S359","C_1"
1109984598,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S359","C_1"
1109984598,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S359","C_1"
1109984599,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S359","C_1"
1109984599,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S359","C_2"
1109984599,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S359","C_2"
1109984599,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S359","C_1"
1109984599,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S359","C_1"
1110025716,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025719,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025720,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025720,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025721,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025721,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025722,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025722,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025723,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025725,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025726,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025726,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025727,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025727,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025728,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025729,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025729,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025731,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025731,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025732,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025733,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025734,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110025735,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S416","C_2"
1110099173,"RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","warn","C04","@","C_0"
1110099173,"RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","warn","C04","@","C_0"
1110171241,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S125","C_1"
1110171241,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S125","C_1"
1110171241,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S125","C_1"
1110171241,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S125","C_1"
1110171241,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S125","C_1"
1110171241,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S125","C_1"
1110171241,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S125","C_1"
1110171241,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S125","C_2"
1110171241,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S125","C_2"
1110171241,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S125","C_2"
1110171241,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S125","C_2"
1110171241,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S125","C_2"
1110171242,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S125","C_2"
1110171242,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S125","C_2"
1110171242,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S125","C_2"
1110171242,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S125","C_2"
1110171242,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S125","C_2"
1110171242,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S125","C_2"
1110171242,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S125","C_2"
1110171242,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S125","C_2"
1110171242,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S125","C_2"
1110171242,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S125","C_2"
1110171242,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S125","C_2"
1110497035,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S65","C_1"
1110497036,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S65","C_1"
1110497036,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S65","C_1"
1110497038,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S65","C_1"
1110703965,"RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","warn","C04","@","C_0"
1110703965,"RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","warn","C04","@","C_0"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110768700,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1110952122,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952122,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952122,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
1110952123,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S102","C_1"
