Date~,Time~,Logging_device~,Logging_Daemon,PID~,Operation,User,Source$,Port~,label_event_type~,label_IPpair_ID~
"2005-02-02","05:57:09","combo","sshd",1259,"Failed password","root","222.237.79.237",60219,"EC","S313"
"2005-02-02","05:57:09","combo","sshd",1261,"Failed password","root","222.237.79.237",60238,"EC","S313"
"2005-02-02","05:57:09","combo","sshd",1262,"Failed password","root","222.237.79.237",60239,"EC","S313"
"2005-02-02","05:57:10","combo","sshd",1263,"Failed password","root","222.237.79.237",60249,"EC","S313"
"2005-02-02","05:57:18","combo","sshd",1274,"Failed password","root","222.237.79.237",60623,"EC","S313"
"2005-02-02","05:57:18","combo","sshd",1275,"Failed password","root","222.237.79.237",60632,"EC","S313"
"2005-02-02","05:57:19","combo","sshd",1278,"Failed password","root","222.237.79.237",60687,"EC","S313"
"2005-02-02","05:57:20","combo","sshd",1281,"Failed password","root","222.237.79.237",60761,"EC","S313"
"2005-02-02","05:57:20","combo","sshd",1283,"Failed password","root","222.237.79.237",60767,"EC","S313"
"2005-02-02","05:57:21","combo","sshd",1280,"Failed password","root","222.237.79.237",60734,"EC","S313"
"2005-02-02","05:57:21","combo","sshd",1286,"Failed password","root","222.237.79.237",60821,"EC","S313"
"2005-02-02","05:57:22","combo","sshd",1288,"Failed password","root","222.237.79.237",60841,"EC","S313"
"2005-02-02","05:57:22","combo","sshd",1290,"Failed password","root","222.237.79.237",60849,"EC","S313"
"2005-02-02","05:57:22","combo","sshd",1291,"Failed password","root","222.237.79.237",60855,"EC","S313"
"2005-02-02","05:57:30","combo","sshd",1295,"Failed password","root","222.237.79.237",33057,"EC","S313"
"2005-02-02","05:57:31","combo","sshd",1297,"Failed password","root","222.237.79.237",33078,"EC","S313"
"2005-02-02","05:57:31","combo","sshd",1299,"Failed password","root","222.237.79.237",33139,"EC","S313"
"2005-02-02","05:57:33","combo","sshd",1301,"Failed password","root","222.237.79.237",33209,"EC","S313"
"2005-02-02","05:57:33","combo","sshd",1302,"Failed password","root","222.237.79.237",33226,"EC","S313"
"2005-02-02","05:57:34","combo","sshd",1306,"Failed password","root","222.237.79.237",33268,"EC","S313"
"2005-02-02","05:57:34","combo","sshd",1305,"Failed password","root","222.237.79.237",33234,"EC","S313"
"2005-02-02","05:57:34","combo","sshd",1309,"Failed password","root","222.237.79.237",33299,"EC","S313"
"2005-02-02","05:57:34","combo","sshd",1310,"Failed password","root","222.237.79.237",33310,"EC","S313"
"2005-02-02","05:57:34","combo","sshd",1311,"Failed password","root","222.237.79.237",33309,"EC","S313"
"2005-02-02","05:57:43","combo","sshd",1315,"Failed password","root","222.237.79.237",33709,"EC","S313"
"2005-02-02","05:57:43","combo","sshd",1317,"Failed password","root","222.237.79.237",33729,"EC","S313"
"2005-02-02","05:57:44","combo","sshd",1319,"Failed password","root","222.237.79.237",33753,"EC","S313"
"2005-02-02","05:57:45","combo","sshd",1321,"Failed password","root","222.237.79.237",33793,"EC","S313"
"2005-02-02","05:57:45","combo","sshd",1323,"Failed password","root","222.237.79.237",33801,"EC","S313"
"2005-02-02","05:57:46","combo","sshd",1325,"Failed password","root","222.237.79.237",33846,"EC","S313"
"2005-02-02","05:57:46","combo","sshd",1327,"Failed password","root","222.237.79.237",33861,"EC","S313"
"2005-02-02","05:57:47","combo","sshd",1329,"Failed password","root","222.237.79.237",33876,"EC","S313"
"2005-02-02","05:57:47","combo","sshd",1330,"Failed password","root","222.237.79.237",33890,"EC","S313"
"2005-02-02","05:57:47","combo","sshd",1331,"Failed password","root","222.237.79.237",33897,"EC","S313"
"2005-02-02","05:57:55","combo","sshd",1335,"Failed password","root","222.237.79.237",34230,"EC","S313"
"2005-02-02","05:57:56","combo","sshd",1337,"Failed password","root","222.237.79.237",34245,"EC","S313"
"2005-02-02","05:57:56","combo","sshd",1339,"Failed password","root","222.237.79.237",34277,"EC","S313"
"2005-02-02","05:57:57","combo","sshd",1341,"Failed password","root","222.237.79.237",34310,"EC","S313"
"2005-02-02","05:57:58","combo","sshd",1343,"Failed password","root","222.237.79.237",34325,"EC","S313"
"2005-02-02","05:57:58","combo","sshd",1345,"Failed password","root","222.237.79.237",34373,"EC","S313"
"2005-02-02","05:57:59","combo","sshd",1347,"Failed password","root","222.237.79.237",34383,"EC","S313"
"2005-02-02","05:57:59","combo","sshd",1348,"Failed password","root","222.237.79.237",34388,"EC","S313"
"2005-02-02","05:57:59","combo","sshd",1350,"Failed password","root","222.237.79.237",34396,"EC","S313"
"2005-02-02","05:57:59","combo","sshd",1352,"Failed password","root","222.237.79.237",34403,"EC","S313"
"2005-02-02","05:58:08","combo","sshd",1355,"Failed password","root","222.237.79.237",34784,"EC","S313"
"2005-02-02","05:58:08","combo","sshd",1357,"Failed password","root","222.237.79.237",34799,"EC","S313"
"2005-02-02","05:58:09","combo","sshd",1359,"Failed password","root","222.237.79.237",34831,"EC","S313"
"2005-02-02","05:58:10","combo","sshd",1361,"Failed password","root","222.237.79.237",34859,"EC","S313"
"2005-02-02","05:58:10","combo","sshd",1363,"Failed password","root","222.237.79.237",34880,"EC","S313"
"2005-02-02","05:58:11","combo","sshd",1365,"Failed password","root","222.237.79.237",34916,"EC","S313"
"2005-02-02","05:58:11","combo","sshd",1368,"Failed password","root","222.237.79.237",34942,"EC","S313"
"2005-02-02","05:58:11","combo","sshd",1367,"Failed password","root","222.237.79.237",34939,"EC","S313"
"2005-02-02","05:58:12","combo","sshd",1371,"Failed password","root","222.237.79.237",34952,"EC","S313"
"2005-02-02","05:58:12","combo","sshd",1373,"Failed password","root","222.237.79.237",34963,"EC","S313"
"2005-02-02","05:58:20","combo","sshd",1375,"Failed password","root","222.237.79.237",35374,"EC","S313"
"2005-02-02","05:58:21","combo","sshd",1377,"Failed password","root","222.237.79.237",35404,"EC","S313"
"2005-02-02","05:58:21","combo","sshd",1379,"Failed password","root","222.237.79.237",35438,"EC","S313"
"2005-02-02","05:58:22","combo","sshd",1381,"Failed password","root","222.237.79.237",35461,"EC","S313"
"2005-02-02","05:58:23","combo","sshd",1383,"Failed password","root","222.237.79.237",35491,"EC","S313"
"2005-02-02","05:58:23","combo","sshd",1385,"Failed password","root","222.237.79.237",35527,"EC","S313"
"2005-02-02","05:58:24","combo","sshd",1387,"Failed password","root","222.237.79.237",35542,"EC","S313"
"2005-02-02","05:58:24","combo","sshd",1388,"Failed password","root","222.237.79.237",35543,"EC","S313"
"2005-02-02","05:58:24","combo","sshd",1390,"Failed password","root","222.237.79.237",35555,"EC","S313"
"2005-02-02","05:58:24","combo","sshd",1393,"Failed password","root","222.237.79.237",35570,"EC","S313"
"2005-02-02","05:58:33","combo","sshd",1395,"Failed password","root","222.237.79.237",35989,"EC","S313"
"2005-02-02","05:58:33","combo","sshd",1397,"Failed password","root","222.237.79.237",36004,"EC","S313"
"2005-02-02","05:58:34","combo","sshd",1399,"Failed password","root","222.237.79.237",36057,"EC","S313"
"2005-02-02","05:58:34","combo","sshd",1401,"Failed password","root","222.237.79.237",36091,"EC","S313"
"2005-02-02","05:58:35","combo","sshd",1403,"Failed password","root","222.237.79.237",36120,"EC","S313"
"2005-02-02","05:58:36","combo","sshd",1405,"Failed password","root","222.237.79.237",36152,"EC","S313"
"2005-02-02","05:58:36","combo","sshd",1407,"Failed password","root","222.237.79.237",36168,"EC","S313"
"2005-02-02","05:58:36","combo","sshd",1409,"Failed password","root","222.237.79.237",36192,"EC","S313"
"2005-02-02","05:58:37","combo","sshd",1413,"Failed password","root","222.237.79.237",36207,"EC","S313"
"2005-02-02","05:58:37","combo","sshd",1410,"Failed password","root","222.237.79.237",36176,"EC","S313"
"2005-02-03","15:36:07","combo","sshd",5117,"Accepted password","test","134.75.155.181",37996,"EA","S11"
"2005-02-03","15:36:07","combo","sshd",5118,"Accepted password","test","134.75.155.181",37994,"EA","S11"
"2005-02-03","15:36:07","combo","sshd",5127,"Accepted password","test","134.75.155.181",38014,"EA","S11"
"2005-02-03","15:36:07","combo","sshd",5126,"Accepted password","test","134.75.155.181",38012,"EA","S11"
"2005-02-03","15:36:07","combo","sshd",5125,"Accepted password","test","134.75.155.181",38010,"EA","S11"
"2005-02-03","15:36:07","combo","sshd",5128,"Accepted password","test","134.75.155.181",38015,"EA","S11"
"2005-02-03","15:36:07","combo","sshd",5116,"Accepted password","test","134.75.155.181",37992,"EA","S11"
"2005-02-03","15:36:08","combo","sshd",5115,"Accepted password","test","134.75.155.181",37990,"EA","S11"
"2005-02-03","15:36:08","combo","sshd",5119,"Accepted password","test","134.75.155.181",37995,"EA","S11"
"2005-02-03","15:36:11","combo","sshd",5133,"Accepted password","test","134.75.155.181",38009,"EA","S11"
"2005-02-04","12:03:52","combo","sshd",7286,"Accepted password","test","61.78.36.182",33083,"EA","S415"
"2005-02-04","12:03:52","combo","sshd",7289,"Accepted password","test","61.78.36.182",33086,"EA","S415"
"2005-02-04","12:03:52","combo","sshd",7291,"Accepted password","test","61.78.36.182",33091,"EA","S415"
"2005-02-04","12:03:52","combo","sshd",7285,"Accepted password","test","61.78.36.182",33079,"EA","S415"
"2005-02-04","12:03:52","combo","sshd",7284,"Accepted password","test","61.78.36.182",33072,"EA","S415"
"2005-02-04","12:03:52","combo","sshd",7290,"Accepted password","test","61.78.36.182",33088,"EA","S415"
"2005-02-04","12:03:52","combo","sshd",7297,"Accepted password","test","61.78.36.182",33096,"EA","S415"
"2005-02-04","12:03:52","combo","sshd",7300,"Accepted password","test","61.78.36.182",33105,"EA","S415"
"2005-02-04","12:03:53","combo","sshd",7294,"Accepted password","test","61.78.36.182",33092,"EA","S415"
"2005-02-04","12:03:53","combo","sshd",7299,"Accepted password","test","61.78.36.182",33104,"EA","S415"
"2005-02-04","16:59:19","combo","sshd",7730,"Accepted password","test","210.224.161.172",4805,"EA","S129"
"2005-02-04","16:59:19","combo","sshd",7727,"Accepted password","test","210.224.161.172",4797,"EA","S129"
"2005-02-04","16:59:19","combo","sshd",7728,"Accepted password","test","210.224.161.172",4798,"EA","S129"
"2005-02-04","16:59:19","combo","sshd",7729,"Accepted password","test","210.224.161.172",4800,"EA","S129"
"2005-02-04","16:59:19","combo","sshd",7735,"Accepted password","test","210.224.161.172",4810,"EA","S129"
"2005-02-04","16:59:20","combo","sshd",7737,"Accepted password","test","210.224.161.172",4816,"EA","S129"
"2005-02-04","16:59:20","combo","sshd",7739,"Accepted password","test","210.224.161.172",4822,"EA","S129"
"2005-02-04","16:59:20","combo","sshd",7740,"Accepted password","test","210.224.161.172",4827,"EA","S129"
"2005-02-04","16:59:20","combo","sshd",7743,"Accepted password","test","210.224.161.172",4833,"EA","S129"
"2005-02-04","16:59:20","combo","sshd",7744,"Accepted password","test","210.224.161.172",4835,"EA","S129"
"2005-02-04","20:30:13","combo","sshd",8033,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8035,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8036,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8037,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8038,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8039,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8040,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8041,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8042,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8034,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8043,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8046,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8048,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8049,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8047,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8044,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8045,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8051,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8050,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8052,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:30:13","combo","sshd",8053,"Did not receive identification string","-","66.154.114.114",0,"ED","S471"
"2005-02-04","20:41:25","combo","sshd",8065,"Failed password","nobody","66.154.114.114",44472,"EC","S471"
"2005-02-04","20:41:35","combo","sshd",8069,"Failed password","nobody","66.154.114.114",44929,"EC","S471"
"2005-02-04","20:41:40","combo","sshd",8071,"Failed password","nobody","66.154.114.114",45147,"EC","S471"
"2005-02-04","20:41:44","combo","sshd",8073,"Failed password","nobody","66.154.114.114",45344,"EC","S471"
"2005-02-04","20:41:45","combo","sshd",8075,"Failed password","nobody","66.154.114.114",45405,"EC","S471"
"2005-02-04","20:41:50","combo","sshd",8077,"Failed password","nobody","66.154.114.114",45611,"EC","S471"
"2005-02-04","20:41:54","combo","sshd",8079,"Failed password","nobody","66.154.114.114",45814,"EC","S471"
"2005-02-04","20:41:55","combo","sshd",8081,"Failed password","nobody","66.154.114.114",45879,"EC","S471"
"2005-02-04","20:42:00","combo","sshd",8083,"Failed password","nobody","66.154.114.114",46068,"EC","S471"
"2005-02-04","20:42:04","combo","sshd",8085,"Failed password","nobody","66.154.114.114",46267,"EC","S471"
"2005-02-04","20:42:05","combo","sshd",8087,"Failed password","nobody","66.154.114.114",46324,"EC","S471"
"2005-02-04","20:42:10","combo","sshd",8089,"Failed password","nobody","66.154.114.114",46522,"EC","S471"
"2005-02-04","20:42:14","combo","sshd",8095,"Failed password","nobody","66.154.114.114",46707,"EC","S471"
"2005-02-04","20:42:15","combo","sshd",8097,"Failed password","nobody","66.154.114.114",46768,"EC","S471"
"2005-02-04","20:42:20","combo","sshd",8099,"Failed password","nobody","66.154.114.114",46940,"EC","S471"
"2005-02-04","20:42:21","combo","sshd",8101,"Failed password","nobody","66.154.114.114",46999,"EC","S471"
"2005-02-04","20:42:24","combo","sshd",8103,"Failed password","nobody","66.154.114.114",47126,"EC","S471"
"2005-02-04","20:42:25","combo","sshd",8105,"Failed password","nobody","66.154.114.114",47176,"EC","S471"
"2005-02-04","20:42:30","combo","sshd",8107,"Failed password","nobody","66.154.114.114",47346,"EC","S471"
"2005-02-04","20:42:31","combo","sshd",8109,"Failed password","nobody","66.154.114.114",47399,"EC","S471"
"2005-02-04","20:42:34","combo","sshd",8111,"Failed password","nobody","66.154.114.114",47524,"EC","S471"
"2005-02-04","20:42:35","combo","sshd",8113,"Failed password","nobody","66.154.114.114",47582,"EC","S471"
"2005-02-04","20:42:37","combo","sshd",8115,"Failed password","nobody","66.154.114.114",47631,"EC","S471"
"2005-02-05","04:14:02","combo","sshd",8754,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:02","combo","sshd",8755,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:02","combo","sshd",8756,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:02","combo","sshd",8757,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:02","combo","sshd",8758,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:02","combo","sshd",8759,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:02","combo","sshd",8760,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:02","combo","sshd",8761,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:02","combo","sshd",8762,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:02","combo","sshd",8763,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:02","combo","sshd",8753,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:05","combo","sshd",8764,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:05","combo","sshd",8765,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:05","combo","sshd",8766,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:05","combo","sshd",8767,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:05","combo","sshd",8768,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:05","combo","sshd",8769,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:05","combo","sshd",8770,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:14:05","combo","sshd",8771,"Did not receive identification string","-","67.28.17.226",0,"ED","S507"
"2005-02-05","04:25:39","combo","sshd",8783,"Illegal user","jordan","67.28.17.226",0,"EB","S507"
"2005-02-05","04:25:39","combo","sshd",8785,"Illegal user","jordan","67.28.17.226",0,"EB","S507"
"2005-02-05","04:25:39","combo","sshd",8786,"Illegal user","jordan","67.28.17.226",0,"EB","S507"
"2005-02-05","04:25:40","combo","sshd",8789,"Illegal user","jordan","67.28.17.226",0,"EB","S507"
"2005-02-05","04:25:40","combo","sshd",8790,"Illegal user","jordan","67.28.17.226",0,"EB","S507"
"2005-02-05","04:25:40","combo","sshd",8792,"Illegal user","michael","67.28.17.226",0,"EB","S507"
"2005-02-05","04:25:41","combo","sshd",8795,"Illegal user","michael","67.28.17.226",0,"EB","S507"
"2005-02-05","04:25:41","combo","sshd",8796,"Illegal user","michael","67.28.17.226",0,"EB","S507"
"2005-02-05","04:25:41","combo","sshd",8799,"Illegal user","jordan","67.28.17.226",0,"EB","S507"
"2005-02-05","04:25:41","combo","sshd",8800,"Illegal user","michael","67.28.17.226",0,"EB","S507"
"2005-02-05","09:07:57","combo","sshd",9641,"Did not receive identification string","-","210.3.2.8",0,"ED","S130"
"2005-02-05","09:07:57","combo","sshd",9642,"Did not receive identification string","-","210.3.2.8",0,"ED","S130"
"2005-02-05","09:07:57","combo","sshd",9637,"Did not receive identification string","-","210.3.2.8",0,"ED","S130"
"2005-02-05","09:07:57","combo","sshd",9638,"Did not receive identification string","-","210.3.2.8",0,"ED","S130"
"2005-02-05","09:07:57","combo","sshd",9633,"Did not receive identification string","-","210.3.2.8",0,"ED","S130"
"2005-02-05","09:07:57","combo","sshd",9634,"Did not receive identification string","-","210.3.2.8",0,"ED","S130"
"2005-02-05","09:07:57","combo","sshd",9635,"Did not receive identification string","-","210.3.2.8",0,"ED","S130"
"2005-02-05","09:07:57","combo","sshd",9636,"Did not receive identification string","-","210.3.2.8",0,"ED","S130"
"2005-02-05","09:07:57","combo","sshd",9639,"Did not receive identification string","-","210.3.2.8",0,"ED","S130"
"2005-02-05","09:07:57","combo","sshd",9640,"Did not receive identification string","-","210.3.2.8",0,"ED","S130"
"2005-02-05","09:18:31","combo","sshd",9659,"Failed password","nobody","210.3.2.8",52230,"EC","S130"
"2005-02-05","09:18:35","combo","sshd",9661,"Failed password","nobody","210.3.2.8",52300,"EC","S130"
"2005-02-05","09:18:41","combo","sshd",9663,"Failed password","nobody","210.3.2.8",52384,"EC","S130"
"2005-02-05","09:18:45","combo","sshd",9665,"Failed password","nobody","210.3.2.8",52446,"EC","S130"
"2005-02-05","09:18:49","combo","sshd",9667,"Failed password","nobody","210.3.2.8",52499,"EC","S130"
"2005-02-05","09:18:51","combo","sshd",9669,"Failed password","nobody","210.3.2.8",52529,"EC","S130"
"2005-02-05","09:18:53","combo","sshd",9671,"Failed password","nobody","210.3.2.8",52571,"EC","S130"
"2005-02-05","09:18:55","combo","sshd",9673,"Failed password","nobody","210.3.2.8",52596,"EC","S130"
"2005-02-05","09:18:58","combo","sshd",9675,"Failed password","nobody","210.3.2.8",52651,"EC","S130"
"2005-02-05","09:19:01","combo","sshd",9677,"Failed password","nobody","210.3.2.8",52681,"EC","S130"
"2005-02-05","09:19:03","combo","sshd",9679,"Failed password","nobody","210.3.2.8",52721,"EC","S130"
"2005-02-05","09:19:03","combo","sshd",9680,"Failed password","nobody","210.3.2.8",52723,"EC","S130"
"2005-02-05","09:19:05","combo","sshd",9683,"Failed password","nobody","210.3.2.8",52743,"EC","S130"
"2005-02-05","09:19:09","combo","sshd",9685,"Failed password","nobody","210.3.2.8",52804,"EC","S130"
"2005-02-05","09:19:12","combo","sshd",9687,"Failed password","nobody","210.3.2.8",52839,"EC","S130"
"2005-02-05","09:19:13","combo","sshd",9689,"Failed password","nobody","210.3.2.8",52876,"EC","S130"
"2005-02-05","09:19:15","combo","sshd",9691,"Failed password","nobody","210.3.2.8",52896,"EC","S130"
"2005-02-05","09:19:16","combo","sshd",9693,"Failed password","nobody","210.3.2.8",52877,"EC","S130"
"2005-02-05","09:19:18","combo","sshd",9695,"Failed password","nobody","210.3.2.8",52950,"EC","S130"
"2005-02-05","09:19:21","combo","sshd",9697,"Failed password","nobody","210.3.2.8",52980,"EC","S130"
"2005-02-05","09:19:23","combo","sshd",9700,"Failed password","nobody","210.3.2.8",53020,"EC","S130"
"2005-02-05","09:19:23","combo","sshd",9699,"Failed password","nobody","210.3.2.8",53019,"EC","S130"
"2005-02-05","09:19:25","combo","sshd",9703,"Failed password","nobody","210.3.2.8",53044,"EC","S130"
"2005-02-05","16:28:25","combo","sshd",10333,"Accepted password","test","211.21.250.195",51102,"EA","S148"
"2005-02-06","04:06:15","combo","sshd",11281,"Accepted password","test","211.21.250.195",46991,"EA","S148"
"2005-02-09","10:17:28","combo","sshd",1626,"Accepted password","test","129.219.15.11",52233,"EA","S10"
"2005-02-09","10:17:31","combo","sshd",1631,"Accepted password","test","129.219.15.11",52222,"EA","S10"
"2005-02-09","10:17:31","combo","sshd",1632,"Accepted password","test","129.219.15.11",52223,"EA","S10"
"2005-02-09","10:17:31","combo","sshd",1630,"Accepted password","test","129.219.15.11",52221,"EA","S10"
"2005-02-09","10:17:31","combo","sshd",1628,"Accepted password","test","129.219.15.11",52219,"EA","S10"
"2005-02-09","10:17:31","combo","sshd",1629,"Accepted password","test","129.219.15.11",52220,"EA","S10"
"2005-02-09","10:17:36","combo","sshd",1639,"Accepted password","test","129.219.15.11",53102,"EA","S10"
"2005-02-09","10:17:36","combo","sshd",1641,"Accepted password","test","129.219.15.11",53101,"EA","S10"
"2005-02-09","10:17:36","combo","sshd",1638,"Accepted password","test","129.219.15.11",53103,"EA","S10"
"2005-02-09","10:17:36","combo","sshd",1640,"Accepted password","test","129.219.15.11",53100,"EA","S10"
"2005-02-10","04:43:57","combo","sshd",3192,"Accepted password","test","63.207.248.5",3004,"EA","S432"
"2005-02-10","04:43:57","combo","sshd",3184,"Accepted password","test","63.207.248.5",2992,"EA","S432"
"2005-02-10","04:43:57","combo","sshd",3186,"Accepted password","test","63.207.248.5",2997,"EA","S432"
"2005-02-10","04:43:57","combo","sshd",3183,"Accepted password","test","63.207.248.5",2990,"EA","S432"
"2005-02-10","04:43:57","combo","sshd",3193,"Accepted password","test","63.207.248.5",3005,"EA","S432"
"2005-02-10","04:43:57","combo","sshd",3191,"Accepted password","test","63.207.248.5",3003,"EA","S432"
"2005-02-10","04:43:57","combo","sshd",3185,"Accepted password","test","63.207.248.5",2996,"EA","S432"
"2005-02-10","04:43:57","combo","sshd",3195,"Accepted password","test","63.207.248.5",3007,"EA","S432"
"2005-02-10","04:43:58","combo","sshd",3194,"Accepted password","test","63.207.248.5",3006,"EA","S432"
"2005-02-10","04:43:58","combo","sshd",3196,"Accepted password","test","63.207.248.5",3008,"EA","S432"
"2005-02-10","19:11:58","combo","sshd",4944,"Accepted password","test","128.121.239.61",46591,"EA","S7"
"2005-02-11","14:33:50","combo","sshd",6969,"Did not receive identification string","-","148.228.20.76",0,"ED","S19"
"2005-02-11","14:33:50","combo","sshd",6970,"Did not receive identification string","-","148.228.20.76",0,"ED","S19"
"2005-02-11","14:43:28","combo","sshd",6984,"Illegal user","jordan","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:28","combo","sshd",6985,"Illegal user","jordan","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:30","combo","sshd",6988,"Illegal user","michael","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:31","combo","sshd",6989,"Illegal user","michael","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:34","combo","sshd",6992,"Illegal user","nicole","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:34","combo","sshd",6993,"Illegal user","nicole","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:40","combo","sshd",6996,"Illegal user","daniel","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:41","combo","sshd",6998,"Illegal user","daniel","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:43","combo","sshd",7000,"Illegal user","andrew","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:43","combo","sshd",7002,"Illegal user","andrew","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:45","combo","sshd",7004,"Illegal user","magic","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:49","combo","sshd",7006,"Illegal user","magic","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:49","combo","sshd",7007,"Illegal user","lion","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:52","combo","sshd",7010,"Illegal user","lion","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:52","combo","sshd",7011,"Illegal user","david","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:55","combo","sshd",7014,"Illegal user","david","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:55","combo","sshd",7015,"Illegal user","jason","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:57","combo","sshd",7018,"Illegal user","carmen","148.228.20.76",0,"EB","S19"
"2005-02-11","14:43:59","combo","sshd",7019,"Illegal user","jason","148.228.20.76",0,"EB","S19"
"2005-02-11","14:44:00","combo","sshd",7022,"Illegal user","justin","148.228.20.76",0,"EB","S19"
"2005-02-11","14:44:02","combo","sshd",7024,"Illegal user","carmen","148.228.20.76",0,"EB","S19"
"2005-02-11","14:44:03","combo","sshd",7026,"Illegal user","charlie","148.228.20.76",0,"EB","S19"
"2005-02-11","14:44:04","combo","sshd",7028,"Illegal user","justin","148.228.20.76",0,"EB","S19"
"2005-02-11","14:44:05","combo","sshd",7030,"Illegal user","steven","148.228.20.76",0,"EB","S19"
"2005-02-11","14:44:07","combo","sshd",7032,"Illegal user","charlie","148.228.20.76",0,"EB","S19"
"2005-02-11","14:44:08","combo","sshd",7034,"Illegal user","brandon","148.228.20.76",0,"EB","S19"
"2005-02-11","14:44:11","combo","sshd",7036,"Illegal user","steven","148.228.20.76",0,"EB","S19"
"2005-02-11","14:44:11","combo","sshd",7038,"Illegal user","brian","148.228.20.76",0,"EB","S19"
"2005-02-11","14:44:13","combo","sshd",7040,"Illegal user","brandon","148.228.20.76",0,"EB","S19"
"2005-02-11","14:44:14","combo","sshd",7042,"Illegal user","stephen","148.228.20.76",0,"EB","S19"
"2005-02-11","14:44:16","combo","sshd",7044,"Illegal user","brian","148.228.20.76",0,"EB","S19"
