Date~,Time~,Type,ClientIP$,Reason_Phrase,Message@,label_event_type~,label_IPpair_ID~
"2005-02-14","06:02:52","error","67.133.116.245","Directory index forbidden by rule","/var/www/html/","B02","S494"
"2005-02-14","06:22:00","error","63.226.106.228","File does not exist","/var/www/html/default.ida","B01","S433"
"2005-02-14","07:31:24","error","63.226.106.228","File does not exist","/var/www/html/default.ida","B01","S433"
"2005-02-14","07:32:30","error","151.204.224.89","Directory index forbidden by rule","/var/www/html/","B02","S22"
"2005-02-14","09:21:42","error","63.226.106.228","File does not exist","/var/www/html/default.ida","B01","S433"
"2005-02-14","10:12:02","error","24.5.169.95","File does not exist","/var/www/html/scripts","B01","S339"
"2005-02-14","10:12:03","error","24.5.169.95","File does not exist","/var/www/html/MSADC","B01","S339"
"2005-02-14","10:12:05","error","24.5.169.95","File does not exist","/var/www/html/c","B01","S339"
"2005-02-14","10:12:06","error","24.5.169.95","File does not exist","/var/www/html/d","B01","S339"
"2005-02-14","10:12:08","error","24.5.169.95","File does not exist","/var/www/html/scripts","B01","S339"
"2005-02-14","10:12:09","error","24.5.169.95","File does not exist","/var/www/html/_vti_bin","B01","S339"
"2005-02-14","10:12:11","error","24.5.169.95","File does not exist","/var/www/html/_mem_bin","B01","S339"
"2005-02-14","10:12:12","error","24.5.169.95","File does not exist","/var/www/html/msadc","B01","S339"
"2005-02-14","10:12:14","error","24.5.169.95","File does not exist","/var/www/html/scripts","B01","S339"
"2005-02-14","10:12:17","error","24.5.169.95","File does not exist","/var/www/html/scripts","B01","S339"
"2005-02-14","10:12:18","error","24.5.169.95","File does not exist","/var/www/html/scripts","B01","S339"
"2005-02-14","10:12:23","error","24.5.169.95","File does not exist","/var/www/html/scripts","B01","S339"
"2005-02-14","10:12:24","error","24.5.169.95","File does not exist","/var/www/html/scripts","B01","S339"
"2005-02-14","10:32:27","error","222.166.160.136","Directory index forbidden by rule","/var/www/html/","B02","S292"
"2005-02-14","14:38:03","error","67.33.135.75","Directory index forbidden by rule","/var/www/html/","B02","S508"
"2005-02-14","15:22:48","error","172.155.203.99","File does not exist","/var/www/html/scripts","B01","S37"
"2005-02-14","15:22:48","error","172.155.203.99","File does not exist","/var/www/html/MSADC","B01","S37"
"2005-02-14","15:22:49","error","172.155.203.99","File does not exist","/var/www/html/c","B01","S37"
"2005-02-14","15:22:50","error","172.155.203.99","File does not exist","/var/www/html/d","B01","S37"
"2005-02-14","15:22:50","error","172.155.203.99","File does not exist","/var/www/html/scripts","B01","S37"
"2005-02-14","15:22:51","error","172.155.203.99","File does not exist","/var/www/html/_vti_bin","B01","S37"
"2005-02-14","15:22:52","error","172.155.203.99","File does not exist","/var/www/html/_mem_bin","B01","S37"
"2005-02-14","15:22:52","error","172.155.203.99","File does not exist","/var/www/html/msadc","B01","S37"
"2005-02-14","15:22:53","error","172.155.203.99","File does not exist","/var/www/html/scripts","B01","S37"
"2005-02-14","15:22:54","error","172.155.203.99","File does not exist","/var/www/html/scripts","B01","S37"
"2005-02-14","15:22:55","error","172.155.203.99","File does not exist","/var/www/html/scripts","B01","S37"
"2005-02-14","15:22:57","error","172.155.203.99","File does not exist","/var/www/html/scripts","B01","S37"
"2005-02-14","15:22:57","error","172.155.203.99","File does not exist","/var/www/html/scripts","B01","S37"
"2005-02-14","21:31:29","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:29","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:30","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:32","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:31:33","error","61.166.155.162","Directory index forbidden by rule","/var/www/html/","B02","S394"
"2005-02-14","21:55:41","error","69.88.97.162","Directory index forbidden by rule","/var/www/html/","B02","S554"
"2005-02-15","00:24:22","error","61.158.118.13","Directory index forbidden by rule","/var/www/html/","B02","S392"
"2005-02-15","02:14:55","error","218.88.113.80","Directory index forbidden by rule","/var/www/html/","B02","S229"
"2005-02-15","02:45:01","error","221.233.71.39","Directory index forbidden by rule","/var/www/html/","B02","S283"
"2005-02-15","03:49:18","error","222.166.160.222","Directory index forbidden by rule","/var/www/html/","B02","S302"
"2005-02-15","05:22:53","error","218.27.197.144","Directory index forbidden by rule","/var/www/html/","B02","S206"
"2005-02-15","06:00:43","error","218.180.98.17","Directory index forbidden by rule","/var/www/html/","B02","S190"
"2005-02-15","09:48:08","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:08","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:08","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:08","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:08","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:08","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:08","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:08","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:08","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:08","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:08","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:08","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:08","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:08","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:09","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:09","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:09","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:09","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:09","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:09","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:09","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:09","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","09:48:09","error","220.95.231.3","File does not exist","/var/www/html/sumthin","B01","S271"
"2005-02-15","13:34:08","error","62.173.118.194","Directory index forbidden by rule","/var/www/html/","B02","S419"
"2005-02-15","16:48:43","error","218.24.232.55","Directory index forbidden by rule","/var/www/html/","B02","S202"
"2005-02-15","18:54:40","error","67.104.84.66","File does not exist","/var/www/html/NULL.printer","B01","S491"
"2005-02-15","21:04:12","error","61.158.118.13","File does not exist","/var/www/html/intl","B01","S392"
"2005-02-16","02:21:09","error","61.158.118.13","File does not exist","/var/www/html/intl","B01","S392"
"2005-02-16","02:30:34","error","138.89.19.186","Directory index forbidden by rule","/var/www/html/","B02","S14"
"2005-02-16","02:50:22","error","219.138.63.210","Directory index forbidden by rule","/var/www/html/","B02","S242"
"2005-02-16","04:13:40","error","194.225.176.4","File does not exist","/var/www/html/sumthin","B01","S52"
"2005-02-16","04:13:40","error","194.225.176.4","File does not exist","/var/www/html/sumthin","B01","S52"
"2005-02-16","04:13:40","error","194.225.176.4","File does not exist","/var/www/html/sumthin","B01","S52"
"2005-02-16","04:13:40","error","194.225.176.4","File does not exist","/var/www/html/sumthin","B01","S52"
"2005-02-16","04:13:40","error","194.225.176.4","File does not exist","/var/www/html/sumthin","B01","S52"
"2005-02-16","04:13:40","error","194.225.176.4","File does not exist","/var/www/html/sumthin","B01","S52"
"2005-02-16","04:13:40","error","194.225.176.4","File does not exist","/var/www/html/sumthin","B01","S52"
"2005-02-16","04:13:43","error","194.225.176.4","File does not exist","/var/www/html/sumthin","B01","S52"
"2005-02-16","04:13:43","error","194.225.176.4","File does not exist","/var/www/html/sumthin","B01","S52"
"2005-02-16","04:13:49","error","194.225.176.4","File does not exist","/var/www/html/sumthin","B01","S52"
"2005-02-16","04:13:50","error","194.225.176.4","File does not exist","/var/www/html/sumthin","B01","S52"
"2005-02-16","04:13:50","error","194.225.176.4","File does not exist","/var/www/html/sumthin","B01","S52"
"2005-02-16","05:27:59","error","211.158.46.225","Directory index forbidden by rule","/var/www/html/","B02","S141"
"2005-02-16","15:02:04","error","200.50.11.109","Directory index forbidden by rule","/var/www/html/","B02","S64"
"2005-02-16","15:20:36","error","218.7.163.19","File does not exist","/var/www/html/intl","B01","S217"
"2005-02-16","16:52:03","error","24.9.145.131","Directory index forbidden by rule","/var/www/html/","B02","S342"
"2005-02-16","19:33:22","error","141.152.185.177","Directory index forbidden by rule","/var/www/html/","B02","S16"
"2005-02-16","21:23:35","error","218.232.208.173","Directory index forbidden by rule","/var/www/html/","B02","S201"
"2005-02-16","21:27:53","error","61.53.32.222","File does not exist","/var/www/html/default.ida","B01","S413"
"2005-02-16","21:40:57","error","218.7.163.19","File does not exist","/var/www/html/intl","B01","S217"
"2005-02-16","23:17:11","error","64.180.246.247","Directory index forbidden by rule","/var/www/html/","B02","S441"
"2005-02-16","23:47:29","error","80.63.59.10","Directory index forbidden by rule","/var/www/html/","B02","S568"
"2005-02-17","00:42:40","error","218.7.163.19","File does not exist","/var/www/html/intl","B01","S217"
"2005-02-17","01:27:27","error","201.129.65.141","File does not exist","/var/www/html/scripts","B01","S67"
"2005-02-17","01:27:27","error","201.129.65.141","File does not exist","/var/www/html/MSADC","B01","S67"
"2005-02-17","01:27:28","error","201.129.65.141","File does not exist","/var/www/html/c","B01","S67"
"2005-02-17","01:27:28","error","201.129.65.141","File does not exist","/var/www/html/d","B01","S67"
"2005-02-17","01:27:28","error","201.129.65.141","File does not exist","/var/www/html/scripts","B01","S67"
"2005-02-17","01:27:28","error","201.129.65.141","File does not exist","/var/www/html/_vti_bin","B01","S67"
"2005-02-17","01:27:29","error","201.129.65.141","File does not exist","/var/www/html/_mem_bin","B01","S67"
"2005-02-17","01:27:29","error","201.129.65.141","File does not exist","/var/www/html/msadc","B01","S67"
"2005-02-17","01:27:29","error","201.129.65.141","File does not exist","/var/www/html/scripts","B01","S67"
"2005-02-17","01:27:29","error","201.129.65.141","File does not exist","/var/www/html/scripts","B01","S67"
"2005-02-17","01:27:30","error","201.129.65.141","File does not exist","/var/www/html/scripts","B01","S67"
"2005-02-17","01:27:30","error","201.129.65.141","File does not exist","/var/www/html/scripts","B01","S67"
"2005-02-17","01:27:31","error","201.129.65.141","File does not exist","/var/www/html/scripts","B01","S67"
"2005-02-17","03:42:45","error","218.7.163.19","File does not exist","/var/www/html/intl","B01","S217"
"2005-02-17","05:13:29","error","69.153.13.148","File does not exist","/var/www/html/scripts","B01","S537"
"2005-02-17","05:13:29","error","69.153.13.148","File does not exist","/var/www/html/MSADC","B01","S537"
"2005-02-17","05:13:29","error","69.153.13.148","File does not exist","/var/www/html/c","B01","S537"
"2005-02-17","05:13:29","error","69.153.13.148","File does not exist","/var/www/html/d","B01","S537"
"2005-02-17","05:13:30","error","69.153.13.148","File does not exist","/var/www/html/scripts","B01","S537"
"2005-02-17","05:13:30","error","69.153.13.148","File does not exist","/var/www/html/_vti_bin","B01","S537"
"2005-02-17","05:13:30","error","69.153.13.148","File does not exist","/var/www/html/_mem_bin","B01","S537"
"2005-02-17","05:13:30","error","69.153.13.148","File does not exist","/var/www/html/msadc","B01","S537"
"2005-02-17","05:13:31","error","69.153.13.148","File does not exist","/var/www/html/scripts","B01","S537"
"2005-02-17","05:13:31","error","69.153.13.148","File does not exist","/var/www/html/scripts","B01","S537"
"2005-02-17","05:13:31","error","69.153.13.148","File does not exist","/var/www/html/scripts","B01","S537"
"2005-02-17","05:13:32","error","69.153.13.148","File does not exist","/var/www/html/scripts","B01","S537"
"2005-02-17","05:13:32","error","69.153.13.148","File does not exist","/var/www/html/scripts","B01","S537"
"2005-02-17","06:33:46","error","218.7.163.19","File does not exist","/var/www/html/intl","B01","S217"
"2005-02-17","09:32:47","error","218.7.163.19","File does not exist","/var/www/html/intl","B01","S217"
"2005-02-17","11:44:36","error","81.6.250.202","File does not exist","/var/www/html/NULL.printer","B01","S575"
"2005-02-17","12:14:14","error","61.10.7.243","Directory index forbidden by rule","/var/www/html/","B02","S376"
"2005-02-17","15:23:38","error","218.7.163.19","File does not exist","/var/www/html/intl","B01","S217"
"2005-02-17","19:49:50","error","61.88.122.10","File does not exist","/var/www/html/NULL.printer","B01","S417"
"2005-02-17","19:57:07","error","61.10.7.119","Directory index forbidden by rule","/var/www/html/","B02","S361"
"2005-02-17","21:53:45","error","172.134.23.11","File does not exist","/var/www/html/default.ida","B01","S31"
"2005-02-18","00:33:50","error","209.213.220.227","Directory index forbidden by rule","/var/www/html/","B02","S120"
"2005-02-18","06:31:37","error","206.49.194.36","File does not exist","/var/www/html/scripts","B01","S99"
"2005-02-18","06:31:37","error","206.49.194.36","File does not exist","/var/www/html/scripts","B01","S99"
"2005-02-18","06:31:39","error","206.49.194.36","File does not exist","/var/www/html/scripts","B01","S99"
"2005-02-18","06:31:39","error","206.49.194.36","File does not exist","/var/www/html/scripts","B01","S99"
"2005-02-18","06:31:39","error","206.49.194.36","File does not exist","/var/www/html/scripts","B01","S99"
"2005-02-18","06:31:41","error","206.49.194.36","File does not exist","/var/www/html/scripts","B01","S99"
"2005-02-20","08:51:36","warn","-","-","child process 6171 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 6172 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 6173 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 6174 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 6175 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 6176 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 6177 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 6178 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 21988 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 21989 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 11870 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 13684 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 13685 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 13686 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 13687 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 13688 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 13689 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:36","warn","-","-","child process 13690 still did not exit, sending a SIGTERM","B12","S0"
"2005-02-20","08:51:53","notice","-","-","SIGHUP received. Attempting to restart","B11","S0"
"2005-02-20","08:52:21","notice","-","-","Digest: generating secret for digest authentication ...","B11","S0"
"2005-02-20","08:52:21","notice","-","-","Digest: done","B11","S0"
"2005-02-20","08:52:22","notice","-","-","Apache/2.0.40 (Red Hat Linux) configured -- resuming normal operations","B11","S0"
"2005-02-22","15:51:40","error","211.59.0.40","File does not exist","/var/www/html/scripts","B01","S155"
"2005-02-22","15:51:44","error","211.59.0.40","File does not exist","/var/www/html/MSADC","B01","S155"
"2005-02-22","15:51:49","error","211.59.0.40","File does not exist","/var/www/html/c","B01","S155"
"2005-02-22","15:51:53","error","211.59.0.40","File does not exist","/var/www/html/d","B01","S155"
"2005-02-22","15:51:57","error","211.59.0.40","File does not exist","/var/www/html/scripts","B01","S155"
"2005-02-22","15:52:02","error","211.59.0.40","File does not exist","/var/www/html/_vti_bin","B01","S155"
"2005-02-22","15:52:06","error","211.59.0.40","File does not exist","/var/www/html/_mem_bin","B01","S155"
"2005-02-22","15:52:11","error","211.59.0.40","File does not exist","/var/www/html/msadc","B01","S155"
"2005-02-22","15:52:16","error","211.59.0.40","File does not exist","/var/www/html/scripts","B01","S155"
"2005-02-22","15:52:25","error","211.59.0.40","File does not exist","/var/www/html/scripts","B01","S155"
"2005-02-22","15:52:30","error","211.59.0.40","File does not exist","/var/www/html/scripts","B01","S155"
"2005-02-22","15:52:44","error","211.59.0.40","File does not exist","/var/www/html/scripts","B01","S155"
"2005-02-22","15:52:49","error","211.59.0.40","File does not exist","/var/www/html/scripts","B01","S155"
"2005-02-22","18:41:47","error","69.139.247.161","Directory index forbidden by rule","/var/www/html/","B02","S536"
"2005-02-22","20:37:28","error","18.241.6.24","Directory index forbidden by rule","/var/www/html/","B02","S42"
"2005-02-22","21:53:02","error","218.19.63.215","Directory index forbidden by rule","/var/www/html/","B02","S191"
"2005-02-23","01:09:57","error","212.59.13.202","File does not exist","/var/www/html/sumthin","B01","S160"
"2005-02-23","01:58:05","error","208.189.245.200","Directory index forbidden by rule","/var/www/html/","B02","S108"
"2005-02-23","02:09:40","error","63.245.85.123","File does not exist","/var/www/html/default.ida","B01","S434"
"2005-02-23","08:02:38","error","202.164.101.56","Directory index forbidden by rule","/var/www/html/","B02","S78"
"2005-02-23","11:22:39","error","81.6.250.202","File does not exist","/var/www/html/scripts","B01","S575"
"2005-02-23","12:37:57","error","219.136.113.141","Directory index forbidden by rule","/var/www/html/","B02","S240"
"2005-02-23","16:16:54","error","218.88.202.208","Directory index forbidden by rule","/var/www/html/","B02","S232"
"2005-02-23","16:46:10","error","63.245.85.123","File does not exist","/var/www/html/default.ida","B01","S434"
"2005-02-23","19:50:21","error","68.143.95.195","Directory index forbidden by rule","/var/www/html/","B02","S514"
"2005-02-23","22:18:56","error","69.229.28.252","File does not exist","/var/www/html/scripts","B01","S543"
"2005-02-23","22:18:56","error","69.229.28.252","File does not exist","/var/www/html/MSADC","B01","S543"
"2005-02-23","22:18:57","error","69.229.28.252","File does not exist","/var/www/html/c","B01","S543"
"2005-02-23","22:18:57","error","69.229.28.252","File does not exist","/var/www/html/d","B01","S543"
"2005-02-23","22:18:57","error","69.229.28.252","File does not exist","/var/www/html/scripts","B01","S543"
"2005-02-23","22:18:57","error","69.229.28.252","File does not exist","/var/www/html/_vti_bin","B01","S543"
"2005-02-23","22:18:58","error","69.229.28.252","File does not exist","/var/www/html/_mem_bin","B01","S543"
"2005-02-23","22:18:58","error","69.229.28.252","File does not exist","/var/www/html/msadc","B01","S543"
"2005-02-23","22:18:58","error","69.229.28.252","File does not exist","/var/www/html/scripts","B01","S543"
"2005-02-23","22:18:59","error","69.229.28.252","File does not exist","/var/www/html/scripts","B01","S543"
"2005-02-23","22:18:59","error","69.229.28.252","File does not exist","/var/www/html/scripts","B01","S543"
"2005-02-23","22:19:00","error","69.229.28.252","File does not exist","/var/www/html/scripts","B01","S543"
"2005-02-23","22:19:00","error","69.229.28.252","File does not exist","/var/www/html/scripts","B01","S543"
"2005-02-23","22:32:16","error","198.31.97.149","Directory index forbidden by rule","/var/www/html/","B02","S58"
"2005-02-23","22:44:31","error","61.183.81.129","Directory index forbidden by rule","/var/www/html/","B02","S400"
"2005-02-23","23:52:47","error","67.86.96.100","Directory index forbidden by rule","/var/www/html/","B02","S510"
"2005-02-24","02:55:43","error","12.47.120.130","Directory index forbidden by rule","/var/www/html/","B02","S4"
"2005-02-24","03:32:44","error","203.84.191.209","Directory index forbidden by rule","/var/www/html/","B02","S92"
"2005-02-24","04:09:52","error","24.99.140.64","File does not exist","/var/www/html/scripts","B01","S345"
"2005-02-24","04:09:53","error","24.99.140.64","File does not exist","/var/www/html/MSADC","B01","S345"
"2005-02-24","04:09:53","error","24.99.140.64","File does not exist","/var/www/html/c","B01","S345"
"2005-02-24","04:09:53","error","24.99.140.64","File does not exist","/var/www/html/d","B01","S345"
"2005-02-24","04:09:53","error","24.99.140.64","File does not exist","/var/www/html/scripts","B01","S345"
"2005-02-24","04:09:53","error","24.99.140.64","File does not exist","/var/www/html/_vti_bin","B01","S345"
"2005-02-24","04:09:53","error","24.99.140.64","File does not exist","/var/www/html/_mem_bin","B01","S345"
"2005-02-24","04:09:53","error","24.99.140.64","File does not exist","/var/www/html/msadc","B01","S345"
"2005-02-24","04:09:54","error","24.99.140.64","File does not exist","/var/www/html/scripts","B01","S345"
"2005-02-24","04:09:54","error","24.99.140.64","File does not exist","/var/www/html/scripts","B01","S345"
"2005-02-24","04:09:54","error","24.99.140.64","File does not exist","/var/www/html/scripts","B01","S345"
"2005-02-24","04:09:54","error","24.99.140.64","File does not exist","/var/www/html/scripts","B01","S345"
"2005-02-24","04:09:55","error","24.99.140.64","File does not exist","/var/www/html/scripts","B01","S345"
"2005-02-24","07:01:37","error","218.18.169.220","Directory index forbidden by rule","/var/www/html/","B02","S187"
"2005-02-24","07:16:43","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats","B03","S488"
"2005-02-24","07:16:43","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats","B03","S488"
"2005-02-24","07:16:44","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats.pl","B03","S488"
"2005-02-24","07:16:45","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats","B03","S488"
"2005-02-24","07:16:45","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats","B03","S488"
"2005-02-24","07:16:45","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats.pl","B03","S488"
"2005-02-24","07:16:46","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats","B03","S488"
"2005-02-24","07:16:46","error","66.99.250.98","File does not exist","/var/www/html/cgi","B01","S488"
"2005-02-24","07:16:46","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats","B03","S488"
"2005-02-24","07:16:47","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats.pl","B03","S488"
"2005-02-24","07:16:47","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats.pl","B03","S488"
"2005-02-24","07:16:47","error","66.99.250.98","File does not exist","/var/www/html/cgi","B01","S488"
"2005-02-24","07:16:47","error","66.99.250.98","Directory index forbidden by rule","/var/www/html/","B02","S488"
"2005-02-24","07:16:47","error","66.99.250.98","Directory index forbidden by rule","/var/www/html/","B02","S488"
"2005-02-24","07:16:47","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats","B03","S488"
"2005-02-24","07:16:47","error","66.99.250.98","File does not exist","/var/www/html/cgi","B01","S488"
"2005-02-24","07:16:48","error","66.99.250.98","File does not exist","/var/www/html/cgi","B01","S488"
"2005-02-24","07:16:48","error","66.99.250.98","Directory index forbidden by rule","/var/www/html/","B02","S488"
"2005-02-24","07:16:49","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats","B03","S488"
"2005-02-24","07:16:49","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats.pl","B03","S488"
"2005-02-24","07:16:49","error","66.99.250.98","File does not exist","/var/www/html/cgi","B01","S488"
"2005-02-24","07:16:49","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats","B03","S488"
"2005-02-24","07:16:50","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats","B03","S488"
"2005-02-24","07:16:50","error","66.99.250.98","File does not exist","/var/www/html/cgi","B01","S488"
"2005-02-24","07:16:50","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats.pl","B03","S488"
"2005-02-24","07:16:50","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats.pl","B03","S488"
"2005-02-24","07:16:50","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats.pl","B03","S488"
"2005-02-24","07:16:50","error","66.99.250.98","File does not exist","/var/www/html/cgi","B01","S488"
"2005-02-24","07:16:50","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats.pl","B03","S488"
"2005-02-24","07:16:50","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats.pl","B03","S488"
"2005-02-24","07:16:51","error","66.99.250.98","File does not exist","/var/www/html/cgi","B01","S488"
"2005-02-24","07:16:51","error","66.99.250.98","script not found or unable to stat","/var/www/cgi-bin/awstats.pl","B03","S488"
"2005-02-24","07:16:51","error","66.99.250.98","File does not exist","/var/www/html/cgi","B01","S488"
"2005-02-24","07:16:52","error","66.99.250.98","Directory index forbidden by rule","/var/www/html/","B02","S488"
"2005-02-24","07:16:52","error","66.99.250.98","File does not exist","/var/www/html/cgi","B01","S488"
"2005-02-24","07:16:52","error","66.99.250.98","Directory index forbidden by rule","/var/www/html/","B02","S488"
"2005-02-24","07:16:52","error","66.99.250.98","Directory index forbidden by rule","/var/www/html/","B02","S488"
"2005-02-24","07:16:52","error","66.99.250.98","File does not exist","/var/www/html/cgi","B01","S488"
"2005-02-24","07:16:53","error","66.99.250.98","File does not exist","/var/www/html/cgi","B01","S488"
"2005-02-24","07:16:53","error","66.99.250.98","Directory index forbidden by rule","/var/www/html/","B02","S488"
"2005-02-24","07:16:54","error","66.99.250.98","Directory index forbidden by rule","/var/www/html/","B02","S488"
"2005-02-24","07:16:59","error","66.99.250.98","Directory index forbidden by rule","/var/www/html/","B02","S488"
"2005-02-24","08:07:02","error","61.180.25.162","Directory index forbidden by rule","/var/www/html/","B02","S397"
"2005-02-24","13:53:16","warn","-","-","child process 25831 still did not exit, sending a SIGTERM","B12","S0"
