Date~,Time~,Logging_device~,Logging_Daemon,PID~,Operation@,User,Tty,UID,EUID,Remotehost@,System_message@,label_event_type~,label_IPpair_ID~
"2005-02-06","08:57:18","combo","su(pam_unix)",12149,"session opened","news","-","0","-","-","-","D09","@"
"2005-02-06","08:57:19","combo","su(pam_unix)",12149,"session closed","news","-","-","-","-","-","D09","@"
"2005-02-07","08:54:26","combo","su(pam_unix)",29055,"session opened","news","-","0","-","-","-","D09","@"
"2005-02-07","08:54:30","combo","su(pam_unix)",29055,"session closed","news","-","-","-","-","-","D09","@"
"2005-02-08","08:54:23","combo","su(pam_unix)",31436,"session opened","news","-","0","-","-","-","D09","@"
"2005-02-08","08:54:24","combo","su(pam_unix)",31436,"session closed","news","-","-","-","-","-","D09","@"
"2005-02-09","08:54:31","combo","su(pam_unix)",1460,"session opened","news","-","0","-","-","-","D09","@"
"2005-02-09","08:54:35","combo","su(pam_unix)",1460,"session closed","news","-","-","-","-","-","D09","@"
"2005-02-10","04:43:57","combo","sshd(pam_unix)",3204,"session opened","test","-","508","-","-","-","D10","@"
"2005-02-10","04:43:57","combo","sshd(pam_unix)",3205,"session opened","test","-","508","-","-","-","D10","@"
"2005-02-10","04:43:57","combo","sshd(pam_unix)",3206,"session opened","test","-","508","-","-","-","D10","@"
"2005-02-10","04:43:57","combo","sshd(pam_unix)",3203,"session opened","test","-","508","-","-","-","D10","@"
"2005-02-10","04:43:57","combo","sshd(pam_unix)",3206,"session closed","test","-","-","-","-","-","D10","@"
"2005-02-10","04:43:57","combo","sshd(pam_unix)",3204,"session closed","test","-","-","-","-","-","D10","@"
"2005-02-10","04:43:57","combo","sshd(pam_unix)",3205,"session closed","test","-","-","-","-","-","D10","@"
"2005-02-10","04:43:57","combo","sshd(pam_unix)",3207,"session opened","test","-","508","-","-","-","D10","@"
"2005-02-10","04:43:58","combo","sshd(pam_unix)",3203,"session closed","test","-","-","-","-","-","D10","@"
"2005-02-10","04:43:58","combo","sshd(pam_unix)",3207,"session closed","test","-","-","-","-","-","D10","@"
"2005-02-10","08:57:28","combo","su(pam_unix)",3967,"session opened","news","-","0","-","-","-","D09","@"
"2005-02-10","08:57:28","combo","su(pam_unix)",3967,"session closed","news","-","-","-","-","-","D09","@"
"2005-02-10","19:11:59","combo","sshd(pam_unix)",4946,"session opened","test","-","508","-","-","-","D10","@"
"2005-02-10","19:11:59","combo","sshd(pam_unix)",4946,"session closed","test","-","-","-","-","-","D10","@"
"2005-02-11","08:55:08","combo","su(pam_unix)",6464,"session opened","news","-","0","-","-","-","D09","@"
"2005-02-11","08:55:09","combo","su(pam_unix)",6464,"session closed","news","-","-","-","-","-","D09","@"
"2005-02-11","14:45:29","combo","sshd(pam_unix)",7086,"authentication failure","mail","NODEVssh","0","0","www.econtinuafcc.cs.buap.mx","-","D02","S19"
"2005-02-11","18:10:32","combo","syslogd 1.4.1",0,"restart.","-","-","-","-","-","-","D04","@"
"2005-02-11","18:10:32","combo","syslog",0,"syslogd startup succeeded","-","-","-","-","-","-","D04","@"
"2005-02-11","18:10:32","combo","kernel",0,"-","-","-","-","-","-","klogd 1.4.1, log source = /proc/kmsg started.","D07","@"
"2005-02-11","18:10:32","combo","kernel",0,"-","-","-","-","-","-","Linux version 2.4.20-8 (bhcompile@porky.devel.redhat.com) (gcc version 3.2.2 20030222 (Red Hat Linux 3.2.2-5)) #1 Thu Mar 13 17:54:28 EST 2003","D07","@"
"2005-02-11","18:10:32","combo","kernel",0,"-","-","-","-","-","-","BIOS-provided physical RAM map:","D07","@"
"2005-02-11","18:10:32","combo","kernel",0,"-","-","-","-","-","-","BIOS-e820: 0000000000000000 - 00000000000a0000 (usable)","D07","@"
"2005-02-11","18:10:32","combo","kernel",0,"-","-","-","-","-","-","BIOS-e820: 00000000000f0000 - 0000000000100000 (reserved)","D07","@"
"2005-02-11","18:10:32","combo","kernel",0,"-","-","-","-","-","-","BIOS-e820: 0000000000100000 - 0000000007eae000 (usable)","D07","@"
"2005-02-11","18:10:32","combo","kernel",0,"-","-","-","-","-","-","BIOS-e820: 0000000007eae000 - 0000000008000000 (reserved)","D07","@"
"2005-02-11","18:10:32","combo","kernel",0,"-","-","-","-","-","-","BIOS-e820: 00000000ffb00000 - 0000000100000000 (reserved)","D07","@"
"2005-02-11","18:10:32","combo","kernel",0,"-","-","-","-","-","-","0MB HIGHMEM available.","D07","@"
"2005-02-11","18:10:32","combo","kernel",0,"-","-","-","-","-","-","126MB LOWMEM available.","D07","@"
"2005-02-11","18:10:32","combo","kernel",0,"-","-","-","-","-","-","On node 0 totalpages: 32430","D07","@"
"2005-02-11","18:10:32","combo","kernel",0,"-","-","-","-","-","-","zone(0): 4096 pages.","D07","@"
"2005-02-11","18:10:32","combo","syslog",0,"-","-","-","-","-","-","klogd startup succeeded","D04","@"
"2005-02-11","18:10:32","combo","kernel",0,"-","-","-","-","-","-","zone(1): 28334 pages.","D07","@"
"2005-02-11","18:10:32","combo","kernel",0,"-","-","-","-","-","-","zone(2): 0 pages.","D07","@"
"2005-02-11","18:10:32","combo","kernel",0,"-","-","-","-","-","-","Kernel command line: ro root=LABEL=/","D07","@"
"2005-02-11","18:10:32","combo","irqbalance",0,"irqbalance startup succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:32","combo","kernel",0,"-","-","-","-","-","-","Initializing CPU#0","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","Detected 730.970 MHz processor.","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","Console: colour VGA+ 80x25","D07","@"
"2005-02-11","18:10:33","combo","portmap",0,"portmap startup succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","Calibrating delay loop... 1458.17 BogoMIPS","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","Memory: 123436k/129720k available (1347k kernel code, 4888k reserved, 999k data, 132k init, 0k highmem)","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","Dentry cache hash table entries: 16384 (order: 5, 131072 bytes)","D07","@"
"2005-02-11","18:10:33","combo","rpc.statd",1601,"-","-","-","-","-","-","Version 1.0.1 Starting","D06","@"
"2005-02-11","18:10:33","combo","nfslock",0,"rpc.statd startup succeeded","-","-","-","-","-","-","D06","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","Inode cache hash table entries: 8192 (order: 4, 65536 bytes)","D07","@"
"2005-02-11","18:10:33","combo","keytable",0,"Loading keymap: ","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","Mount cache hash table entries: 512 (order: 0, 4096 bytes)","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","Buffer-cache hash table entries: 4096 (order: 2, 16384 bytes)","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","Page-cache hash table entries: 32768 (order: 5, 131072 bytes)","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","CPU: L1 I cache: 16K, L1 D cache: 16K","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","CPU: L2 cache: 256K","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","Intel machine check architecture supported.","D07","@"
"2005-02-11","18:10:33","combo","keytable",0,"-","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","Intel machine check reporting enabled on CPU#0.","D07","@"
"2005-02-11","18:10:33","combo","keytable",0,"-","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:33","combo","rc",0,"Starting keytable:  succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","CPU: Intel Pentium III (Coppermine) stepping 06","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","Enabling fast FPU save and restore... done.","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","Enabling unmasked SIMD FPU exception support... done.","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","Checking 'hlt' instruction... OK.","D07","@"
"2005-02-11","18:10:33","combo","random",0,"Initializing random number generator:  succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:33","combo","kernel",0,"-","-","-","-","-","-","POSIX conformance testing by UNIFIX","D07","@"
"2005-02-11","18:10:34","combo","kernel",0,"-","-","-","-","-","-","mtrr: v1.40 (20010327) Richard Gooch (rgooch@atnf.csiro.au)","D07","@"
"2005-02-11","18:10:34","combo","kernel",0,"-","-","-","-","-","-","mtrr: detected mtrr type: Intel","D07","@"
"2005-02-11","18:10:34","combo","kernel",0,"-","-","-","-","-","-","PCI: PCI BIOS revision 2.10 entry at 0xfc0ce, last bus=1","D07","@"
"2005-02-11","18:10:34","combo","rc",0,"Starting pcmcia:  succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:34","combo","kernel",0,"-","-","-","-","-","-","PCI: Using configuration type 1","D07","@"
"2005-02-11","18:10:29","combo","sysctl",0,"-","-","-","-","-","-","kernel.sysrq = 0 ","D07","@"
"2005-02-11","18:10:34","combo","netfs",0,"Mounting other filesystems:  succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:34","combo","kernel",0,"-","-","-","-","-","-","PCI: Probing PCI hardware","D07","@"
"2005-02-11","18:10:29","combo","sysctl",0,"-","-","-","-","-","-","kernel.core_uses_pid = 1 ","D07","@"
"2005-02-11","18:10:34","combo","apmd",1669,"-","-","-","-","-","-","Version 3.0.2 (APM BIOS 1.2, Linux driver 1.16)","D07","@"
"2005-02-11","18:10:34","combo","apmd",0,"-","-","-","-","-","-","apmd startup succeeded","D07","@"
"2005-02-11","18:10:34","combo","kernel",0,"-","-","-","-","-","-","Transparent bridge - Intel Corp. 82801AA PCI Bridge","D07","@"
"2005-02-11","18:10:29","combo","network",0,"Setting network parameters:  succeeded ","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:34","combo","kernel",0,"-","-","-","-","-","-","PCI: Using IRQ router PIIX [8086/2410] at 00:1f.0","D07","@"
"2005-02-11","18:10:29","combo","network",0,"Bringing up loopback interface:  succeeded ","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:34","combo","autofs",0,"automount startup succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:34","combo","kernel",0,"-","-","-","-","-","-","isapnp: Scanning for PnP cards...","D07","@"
"2005-02-11","18:10:35","combo","kernel",0,"-","-","-","-","-","-","isapnp: No Plug & Play device found","D07","@"
"2005-02-11","18:10:35","combo","kernel",0,"-","-","-","-","-","-","Linux NET4.0 for Linux 2.4","D07","@"
"2005-02-11","18:10:35","combo","kernel",0,"-","-","-","-","-","-","Based upon Swansea University Computer Society NET3.039","D07","@"
"2005-02-11","18:10:35","combo","kernel",0,"-","-","-","-","-","-","Initializing RT netlink socket","D07","@"
"2005-02-11","18:10:35","combo","apmd",1669,"-","-","-","-","-","-","Charge: * * * (-1% unknown)","D07","@"
"2005-02-11","18:10:35","combo","kernel",0,"-","-","-","-","-","-","apm: BIOS version 1.2 Flags 0x03 (Driver version 1.16)","D07","@"
"2005-02-11","18:10:36","combo","kernel",0,"-","-","-","-","-","-","Starting kswapd","D07","@"
"2005-02-11","18:10:36","combo","kernel",0,"-","-","-","-","-","-","VFS: Disk quotas vdquot_6.5.1","D07","@"
"2005-02-11","18:10:36","combo","kernel",0,"-","-","-","-","-","-","pty: 2048 Unix98 ptys configured","D07","@"
"2005-02-11","18:10:36","combo","kernel",0,"-","-","-","-","-","-","Serial driver version 5.05c (2001-07-08) with MANY_PORTS MULTIPORT SHARE_IRQ SERIAL_PCI ISAPNP enabled","D07","@"
"2005-02-11","18:10:37","combo","kernel",0,"-","-","-","-","-","-","ttyS0 at 0x03f8 (irq = 4) is a 16550A","D07","@"
"2005-02-11","18:10:37","combo","sshd",0,"-","-","-","-","-","-"," succeeded","D07","@"
"2005-02-11","18:10:37","combo","kernel",0,"-","-","-","-","-","-","ttyS1 at 0x02f8 (irq = 3) is a 16550A","D07","@"
"2005-02-11","18:10:37","combo","kernel",0,"-","-","-","-","-","-","Real Time Clock Driver v1.10e","D07","@"
"2005-02-11","18:10:37","combo","kernel",0,"-","-","-","-","-","-","Floppy drive(s): fd0 is 1.44M","D07","@"
"2005-02-11","18:10:38","combo","kernel",0,"-","-","-","-","-","-","FDC 0 is a National Semiconductor PC87306","D07","@"
"2005-02-11","18:10:38","combo","kernel",0,"-","-","-","-","-","-","NET4: Frame Diverter 0.46","D07","@"
"2005-02-11","18:10:38","combo","kernel",0,"-","-","-","-","-","-","RAMDISK driver initialized: 16 RAM disks of 4096K size 1024 blocksize","D07","@"
"2005-02-11","18:10:38","combo","kernel",0,"-","-","-","-","-","-","Uniform Multi-Platform E-IDE driver Revision: 7.00beta-2.4","D07","@"
"2005-02-11","18:10:38","combo","kernel",0,"-","-","-","-","-","-","ide: Assuming 33MHz system bus speed for PIO modes; override with idebus=xx","D07","@"
"2005-02-11","18:10:38","combo","kernel",0,"-","-","-","-","-","-","ICH: IDE controller at PCI slot 00:1f.1","D07","@"
"2005-02-11","18:10:38","combo","kernel",0,"-","-","-","-","-","-","ICH: chipset revision 2","D07","@"
"2005-02-11","18:10:38","combo","kernel",0,"-","-","-","-","-","-","ICH: not 100%% native mode: will probe irqs later","D07","@"
"2005-02-11","18:10:38","combo","kernel",0,"-","-","-","-","-","-","    ide0: BM-DMA at 0xffa0-0xffa7, BIOS settings: hda:DMA, hdb:pio","D07","@"
"2005-02-11","18:10:38","combo","kernel",0,"-","-","-","-","-","-","    ide1: BM-DMA at 0xffa8-0xffaf, BIOS settings: hdc:DMA, hdd:pio","D07","@"
"2005-02-11","18:10:38","combo","kernel",0,"-","-","-","-","-","-","hda: IBM-DTLA-307015, ATA DISK drive","D07","@"
"2005-02-11","18:10:38","combo","kernel",0,"-","-","-","-","-","-","blk: queue c03c9f40, I/O limit 4095Mb (mask 0xffffffff)","D07","@"
"2005-02-11","18:10:38","combo","kernel",0,"-","-","-","-","-","-","hdc: SAMSUNG CD-ROM SN-124, ATAPI CD/DVD-ROM drive","D07","@"
"2005-02-11","18:10:38","combo","kernel",0,"-","-","-","-","-","-","hdc: Disabling (U)DMA for SAMSUNG CD-ROM SN-124","D07","@"
"2005-02-11","18:10:38","combo","kernel",0,"-","-","-","-","-","-","ide0 at 0x1f0-0x1f7,0x3f6 on irq 14","D07","@"
"2005-02-11","18:10:38","combo","kernel",0,"-","-","-","-","-","-","ide1 at 0x170-0x177,0x376 on irq 15","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","hda: host protected area => 1","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","hda: 29336832 sectors (15020 MB) w/1916KiB Cache, CHS=1826/255/63, UDMA(66)","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","ide-floppy driver 0.99.newide","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","Partition check:","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-"," hda: hda1 hda2 hda3","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","ide-floppy driver 0.99.newide","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","md: md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","md: Autodetecting RAID arrays.","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","md: autorun ...","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","md: ... autorun DONE.","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","NET4: Linux TCP/IP 1.0 for NET4.0","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","IP Protocols: ICMP, UDP, TCP, IGMP","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","IP: routing cache hash table of 512 buckets, 4Kbytes","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","TCP: Hash tables configured (established 8192 bind 16384)","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","Linux IP multicast router 0.06 plus PIM-SM","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","NET4: Unix domain sockets 1.0/SMP for Linux NET4.0.","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","RAMDISK: Compressed image found at block 0","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","Freeing initrd memory: 145k freed","D07","@"
"2005-02-11","18:10:39","combo","kernel",0,"-","-","-","-","-","-","VFS: Mounted root (ext2 filesystem).","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","Journalled Block Device driver loaded","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","EXT3-fs: INFO: recovery required on readonly filesystem.","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","EXT3-fs: write access will be enabled during recovery.","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","kjournald starting.  Commit interval 5 seconds","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","EXT3-fs: recovery complete.","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","EXT3-fs: mounted filesystem with ordered data mode.","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","Freeing unused kernel memory: 132k freed","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","usb.c: registered new driver usbdevfs","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","usb.c: registered new driver hub","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","usb-uhci.c: $Revision: 1.275 $ time 17:59:01 Mar 13 2003","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","usb-uhci.c: High bandwidth mode enabled","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","PCI: Found IRQ 11 for device 00:1f.2","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","usb-uhci.c: USB UHCI at I/O 0xff80, IRQ 11","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","usb-uhci.c: Detected 2 ports","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","usb.c: new USB bus registered, assigned bus number 1","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","hub.c: USB hub found","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","hub.c: 2 ports detected","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","usb-uhci.c: v1.275:USB Universal Host Controller Interface driver","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","usb.c: registered new driver hiddev","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","usb.c: registered new driver hid","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","hid-core.c: v1.8.1 Andreas Gal, Vojtech Pavlik <vojtech@suse.cz>","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","hid-core.c: USB HID support drivers","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","mice: PS/2 mouse device common for all mice","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","EXT3 FS 2.4-0.9.19, 19 August 2002 on ide0(3,2), internal journal","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","Adding Swap: 530136k swap-space (priority -1)","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","kjournald starting.  Commit interval 5 seconds","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","EXT3 FS 2.4-0.9.19, 19 August 2002 on ide0(3,1), internal journal","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","EXT3-fs: mounted filesystem with ordered data mode.","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","IA-32 Microcode Update Driver: v1.11 <tigran@veritas.com>","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","microcode: CPU0 already at revision 8 (current=8)","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","microcode: freed 2048 bytes","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","parport0: PC-style at 0x378 (0x778) [PCSPP,TRISTATE,EPP]","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","parport0: irq 7 detected","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","ip_tables: (C) 2000-2002 Netfilter core team","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","PCI: Found IRQ 5 for device 01:0c.0","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","3c59x: Donald Becker and others. www.scyld.com/network/vortex.html","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","See Documentation/networking/vortex.txt","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","01:0c.0: 3Com PCI 3c905C Tornado at 0xec80. Vers LK1.1.18-ac","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-"," 00:b0:d0:87:85:c3, IRQ 5","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","  product code 0000 rev 00.14 date 07-16-104","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","  8K byte-wide RAM 5:3 Rx:Tx split, autoselect/Autonegotiate interface.","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","  MII transceiver found at address 24, status 782d.","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","  Enabling bus-master transmits and whole-frame receives.","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","01:0c.0: scatter/gather enabled. h/w checksums enabled","D07","@"
"2005-02-11","18:10:40","combo","kernel",0,"-","-","-","-","-","-","ip_tables: (C) 2000-2002 Netfilter core team","D07","@"
"2005-02-11","18:10:41","combo","xinetd",0,"xinetd startup succeeded","-","-","-","-","-","-","D08","@"
"2005-02-11","18:10:41","combo","xinetd",1720,"xinetd Version 2.3.10 started","-","-","-","-","-","xinetd Version 2.3.10 started with libwrap options compiled in.","D08","@"
"2005-02-11","18:10:41","combo","xinetd",1720,"Started working","-","-","-","-","-","Started working: 2 available services","D08","@"
"2005-02-11","18:10:42","combo","sendmail",0,"sendmail startup succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:43","combo","sendmail",0,"sm-client startup succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:45","combo","spamassassin",0,"spamd startup succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:45","combo","gpm",0,"gpm startup succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:48","combo","canna",0," succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:48","combo","crond",0,"crond startup succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:51","combo","kernel",0,"-","-","-","-","-","-","parport0: PC-style at 0x378 (0x778) [PCSPP,TRISTATE,EPP]","D07","@"
"2005-02-11","18:10:51","combo","kernel",0,"-","-","-","-","-","-","parport0: irq 7 detected","D07","@"
"2005-02-11","18:10:51","combo","kernel",0,"-","-","-","-","-","-","lp0: using parport0 (polling).","D07","@"
"2005-02-11","18:10:51","combo","kernel",0,"-","-","-","-","-","-","lp0: console ready","D07","@"
"2005-02-11","18:10:51","combo","modprobe",0,"-","-","-","-","-","-","modprobe: Can't locate module char-major-188","D07","@"
"2005-02-11","18:10:52","combo","-",0,"-","-","-","-","-","-","last message repeated 15 times","D01","@"
"2005-02-11","18:10:52","combo","cups",0,"cupsd startup succeeded","-","-","-","-","-","-","D03","@"
"2005-02-11","18:10:53","combo","xfs",0,"xfs startup succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:54","combo","anacron",0,"anacron startup succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:54","combo","atd",0,"atd startup succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:10:59","combo","httpd",0,"httpd startup succeeded","-","-","-","-","-","-","D05","@"
"2005-02-11","18:11:00","combo","squid",2016,"Squid Parent: child process 2019 started","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:03","combo","named",2037,"starting BIND 9.2.1 -u named","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:03","combo","named",2037,"using 1 CPU","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:03","combo","named",0,"named startup succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:03","combo","named",2037,"loading configuration from '/etc/named.conf'","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:03","combo","named",2037,"-","-","-","-","-","-","no IPv6 interfaces found","D07","@"
"2005-02-11","18:11:03","combo","named",2037,"listening on IPv4 interface lo, 127.0.0.1#53","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:03","combo","named",2037,"listening on IPv4 interface eth0, 11.11.79.67#53","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:03","combo","named",2037,"listening on IPv4 interface eth0:1, 11.11.79.69#53","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:03","combo","named",2037,"listening on IPv4 interface eth0:2, 11.11.79.70#53","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:03","combo","named",2037,"listening on IPv4 interface eth0:3, 11.11.79.71#53","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:03","combo","named",2037,"listening on IPv4 interface eth0:4, 11.11.79.72#53","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:03","combo","named",2037,"listening on IPv4 interface eth0:5, 11.11.79.73#53","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:03","combo","named",2037,"listening on IPv4 interface eth0:6, 11.11.79.75#53","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:03","combo","named",2037,"listening on IPv4 interface eth0:7, 11.11.79.80#53","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:03","combo","named",2037,"listening on IPv4 interface eth0:8, 11.11.79.81#53","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:04","combo","named",2037,"listening on IPv4 interface eth0:9, 11.11.79.82#53","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:04","combo","named",2037,"listening on IPv4 interface eth0:10, 11.11.79.83#53","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:04","combo","snmpd",0,"snmpd startup succeeded","-","-","-","-","-","-","D07","@"
"2005-02-11","18:11:04","combo","named",2037,"listening on IPv4 interface eth0:11, 11.11.79.84#53","-","-","-","-","-","-","D07","@"
