Date~,Time~,Logging_device~,Logging_Daemon,PID~,QID~,From,To,Size~,Class,nrcpts,Protocol,Daemon,msgid~,relay,Ruleset,arg1,Ctladdr@,delay@,xdelay@,mailer,pri~,reject@,dsn@,stat@,label_event_type~,label_IPpair_ID~
"2005-02-10","09:06:41","combo","sendmail",4030,"j1A9JfOx004030","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[211.229.67.154] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-10","09:06:41","combo","sendmail",4038,"j1A9JfOx004038","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[211.229.67.154] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-10","09:06:41","combo","sendmail",4039,"j1A9JfOx004039","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[211.229.67.154] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-10","09:06:41","combo","sendmail",4040,"j1A9JfOx004040","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[211.229.67.154] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-10","09:06:41","combo","sendmail",4041,"j1A9JfOx004041","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[211.229.67.154] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-10","09:06:42","combo","sendmail",4042,"j1A9JgOx004042","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[211.229.67.154] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-10","09:06:42","combo","sendmail",4043,"j1A9JgOx004043","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[211.229.67.154] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-10","09:06:42","combo","sendmail",4044,"j1A9JgOx004044","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[211.229.67.154] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-10","09:06:42","combo","sendmail",4045,"j1A9JgOx004045","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[211.229.67.154] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-10","09:06:54","combo","sendmail",4023,"j1A9JWOx004023","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","lost input channel from [211.229.67.154] to MTA after mail","F04","@"
"2005-02-10","09:06:54","combo","sendmail",4023,"j1A9JWOx004023","a235233@netsgo.com","-",0,"0","0","SMTP","MTA","-","[211.229.67.154]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-11","08:49:11","combo","sendmail",6305,"j1B92Bd7006305","root","-",1091,"0","1","-","-","<200502110902.j1B92Bd7006305@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-11","08:49:31","combo","sendmail",6308,"j1B92BOx006308","<root@combo.honeypotbox.com>","-",1405,"0","1","ESMTP","MTA","<200502110902.j1B92Bd7006305@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-11","08:49:31","combo","sendmail",6305,"j1B92Bd7006305","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:20","00:00:20","relay",30056,"-","2.0.0","Sent (j1B92BOx006308 Message accepted for delivery)","F02","@"
"2005-02-11","08:49:32","combo","sendmail",6309,"j1B92BOx006308","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:01","00:00:01","local",31648,"-","2.0.0","Sent","F01","@"
"2005-02-11","09:00:35","combo","sendmail",6518,"j1B9DNWE006518","root","-",36439,"0","1","-","-","<200502110913.j1B9DNWE006518@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-11","09:00:56","combo","sendmail",6520,"j1B9DZOx006520","<root@combo.honeypotbox.com>","-",36735,"0","1","ESMTP","MTA","<200502110913.j1B9DNWE006518@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-11","09:00:56","combo","sendmail",6518,"j1B9DNWE006518","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:33","00:00:21","relay",30241,"-","2.0.0","Sent (j1B9DZOx006520 Message accepted for delivery)","F02","@"
"2005-02-11","09:00:56","combo","sendmail",6521,"j1B9DZOx006520","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:00","00:00:00","local",66973,"-","2.0.0","Sent","F01","@"
"2005-02-11","18:10:42","combo","sendmail",1734,"-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","alias database /etc/aliases rebuilt by root","-","F03","@"
"2005-02-11","18:10:42","combo","sendmail",1734,"-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","alias database /etc/aliases rebuilt by root","-","F03","@"
"2005-02-11","18:10:42","combo","sendmail",1746,"-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","starting daemon (8.12.8): SMTP+queueing@01:00:00","F04","@"
"2005-02-11","18:10:43","combo","sm-msp-queue",1755,"-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","starting daemon (8.12.8): queueing@01:00:00","F03","@"
"2005-02-11","18:10:58","combo","spamd",1765,"-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","server started on port 783 (running version 2.44)","F03","@"
"2005-02-11","23:34:21","combo","sendmail",2568,"j1BNlL6S002568","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[69.111.47.185] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-12","08:52:02","combo","sendmail",3580,"j1C95284003580","root","-",3744,"0","1","-","-","<200502120905.j1C95284003580@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-12","08:52:18","combo","sendmail",3583,"j1C9526S003583","<root@combo.honeypotbox.com>","-",4058,"0","1","ESMTP","MTA","<200502120905.j1C95284003580@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-12","08:52:18","combo","sendmail",3580,"j1C95284003580","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:16","00:00:16","relay",30056,"-","2.0.0","Sent (j1C9526S003583 Message accepted for delivery)","F02","@"
"2005-02-12","08:52:19","combo","sendmail",3584,"j1C9526S003583","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:01","00:00:01","local",34301,"-","2.0.0","Sent","F01","@"
"2005-02-12","09:03:32","combo","sendmail",3793,"j1C9GLGc003793","root","-",36497,"0","1","-","-","<200502120916.j1C9GLGc003793@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-12","09:03:53","combo","sendmail",3795,"j1C9GW6S003795","<root@combo.honeypotbox.com>","-",36793,"0","1","ESMTP","MTA","<200502120916.j1C9GLGc003793@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-12","09:03:53","combo","sendmail",3793,"j1C9GLGc003793","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:31","00:00:21","relay",30241,"-","2.0.0","Sent (j1C9GW6S003795 Message accepted for delivery)","F02","@"
"2005-02-12","09:03:53","combo","sendmail",3796,"j1C9GW6S003795","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:00","00:00:00","local",67031,"-","2.0.0","Sent","F01","@"
"2005-02-13","08:49:03","combo","sendmail",5998,"j1D923I6005998","root","-",626,"0","1","-","-","<200502130902.j1D923I6005998@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-13","08:49:24","combo","sendmail",6001,"j1D9236S006001","<root@combo.honeypotbox.com>","-",940,"0","1","ESMTP","MTA","<200502130902.j1D923I6005998@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-13","08:49:24","combo","sendmail",5998,"j1D923I6005998","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:21","00:00:21","relay",30056,"-","2.0.0","Sent (j1D9236S006001 Message accepted for delivery)","F02","@"
"2005-02-13","08:49:24","combo","sendmail",6002,"j1D9236S006001","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:00","00:00:00","local",31183,"-","2.0.0","Sent","F01","@"
"2005-02-13","09:00:11","combo","sendmail",6289,"j1D9D03W006289","root","-",36907,"0","1","-","-","<200502130913.j1D9D03W006289@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-13","09:00:29","combo","sendmail",6291,"j1D9DC6S006291","<root@combo.honeypotbox.com>","-",37203,"0","1","ESMTP","MTA","<200502130913.j1D9D03W006289@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-13","09:00:29","combo","sendmail",6289,"j1D9D03W006289","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:29","00:00:18","relay",30241,"-","2.0.0","Sent (j1D9DC6S006291 Message accepted for delivery)","F02","@"
"2005-02-13","09:00:29","combo","sendmail",6292,"j1D9DC6S006291","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:00","00:00:00","local",67441,"-","2.0.0","Sent","F01","@"
"2005-02-13","22:49:21","combo","sendmail",21462,"j1DN2L6S021462","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21469,"j1DN2L6S021469","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21461,"j1DN2L6S021461","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21465,"j1DN2L6S021465","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21472,"j1DN2L6S021472","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21471,"j1DN2L6S021471","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21467,"j1DN2L6S021467","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21468,"j1DN2L6S021468","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21473,"j1DN2L6S021473","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21474,"j1DN2L6S021474","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21470,"j1DN2L6S021470","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21476,"j1DN2L6S021476","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21477,"j1DN2L6S021477","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21479,"j1DN2L6S021479","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21480,"j1DN2L6S021480","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21482,"j1DN2L6S021482","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21463,"j1DN2L6S021463","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21464,"j1DN2L6S021464","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21475,"j1DN2L6S021475","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21478,"j1DN2L6S021478","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21481,"j1DN2L6S021481","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:21","combo","sendmail",21483,"j1DN2L6S021483","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[221.140.55.83] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-13","22:49:30","combo","sendmail",21466,"j1DN2D6S021466","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","lost input channel from [221.140.55.83] to MTA after mail","F04","@"
"2005-02-13","22:49:30","combo","sendmail",21466,"j1DN2D6S021466","<yenewekumo117@daum.net>","-",0,"0","0","SMTP","MTA","-","[221.140.55.83]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-14","08:54:58","combo","sendmail",10643,"j1E97wq6010643","root","-",1580,"0","1","-","-","<200502140907.j1E97wq6010643@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-14","08:55:19","combo","sendmail",10646,"j1E97w6S010646","<root@combo.honeypotbox.com>","-",1894,"0","1","ESMTP","MTA","<200502140907.j1E97wq6010643@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-14","08:55:19","combo","sendmail",10643,"j1E97wq6010643","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:21","00:00:21","relay",30056,"-","2.0.0","Sent (j1E97w6S010646 Message accepted for delivery)","F02","@"
"2005-02-14","08:55:19","combo","sendmail",10647,"j1E97w6S010646","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:00","00:00:00","local",32137,"-","2.0.0","Sent","F01","@"
"2005-02-14","09:05:31","combo","sendmail",10856,"j1E9IJnW010856","root","-",36858,"0","1","-","-","<200502140918.j1E9IJnW010856@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-14","09:05:53","combo","sendmail",10858,"j1E9IW6S010858","<root@combo.honeypotbox.com>","-",37154,"0","1","ESMTP","MTA","<200502140918.j1E9IJnW010856@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-14","09:05:53","combo","sendmail",10856,"j1E9IJnW010856","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:33","00:00:22","relay",30241,"-","2.0.0","Sent (j1E9IW6S010858 Message accepted for delivery)","F02","@"
"2005-02-14","09:05:54","combo","sendmail",10859,"j1E9IW6S010858","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:01","00:00:01","local",67392,"-","2.0.0","Sent","F01","@"
"2005-02-15","08:49:03","combo","sendmail",13396,"j1F9230V013396","root","-",626,"0","1","-","-","<200502150902.j1F9230V013396@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-15","08:49:23","combo","sendmail",13399,"j1F9236S013399","<root@combo.honeypotbox.com>","-",940,"0","1","ESMTP","MTA","<200502150902.j1F9230V013396@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-15","08:49:23","combo","sendmail",13396,"j1F9230V013396","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:20","00:00:20","relay",30056,"-","2.0.0","Sent (j1F9236S013399 Message accepted for delivery)","F02","@"
"2005-02-15","08:49:24","combo","sendmail",13400,"j1F9236S013399","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:01","00:00:00","local",31183,"-","2.0.0","Sent","F01","@"
"2005-02-15","08:59:47","combo","sendmail",13609,"j1F9CaHQ013609","root","-",36858,"0","1","-","-","<200502150912.j1F9CaHQ013609@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-15","09:00:09","combo","sendmail",13611,"j1F9Cm6S013611","<root@combo.honeypotbox.com>","-",37154,"0","1","ESMTP","MTA","<200502150912.j1F9CaHQ013609@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-15","09:00:09","combo","sendmail",13609,"j1F9CaHQ013609","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:33","00:00:21","relay",30241,"-","2.0.0","Sent (j1F9Cm6S013611 Message accepted for delivery)","F02","@"
"2005-02-15","09:00:09","combo","sendmail",13612,"j1F9Cm6S013611","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:00","00:00:00","local",67392,"-","2.0.0","Sent","F01","@"
"2005-02-16","08:49:02","combo","sendmail",15831,"j1G922Lb015831","root","-",908,"0","1","-","-","<200502160902.j1G922Lb015831@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-16","08:49:23","combo","sendmail",15834,"j1G9226S015834","<root@combo.honeypotbox.com>","-",1222,"0","1","ESMTP","MTA","<200502160902.j1G922Lb015831@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-16","08:49:23","combo","sendmail",15831,"j1G922Lb015831","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:21","00:00:21","relay",30056,"-","2.0.0","Sent (j1G9226S015834 Message accepted for delivery)","F02","@"
"2005-02-16","08:49:23","combo","sendmail",15835,"j1G9226S015834","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:00","00:00:00","local",31465,"-","2.0.0","Sent","F01","@"
"2005-02-16","08:59:48","combo","sendmail",16044,"j1G9CaV3016044","root","-",36838,"0","1","-","-","<200502160912.j1G9CaV3016044@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-16","09:00:09","combo","sendmail",16046,"j1G9Cm6S016046","<root@combo.honeypotbox.com>","-",37134,"0","1","ESMTP","MTA","<200502160912.j1G9CaV3016044@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-16","09:00:09","combo","sendmail",16044,"j1G9CaV3016044","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:33","00:00:21","relay",30241,"-","2.0.0","Sent (j1G9Cm6S016046 Message accepted for delivery)","F02","@"
"2005-02-16","09:00:10","combo","sendmail",16047,"j1G9Cm6S016046","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:01","00:00:01","local",67372,"-","2.0.0","Sent","F01","@"
"2005-02-17","08:50:24","combo","sendmail",18377,"j1H93Onm018377","root","-",1003,"0","1","-","-","<200502170903.j1H93Onm018377@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-17","08:50:44","combo","sendmail",18380,"j1H93O6S018380","<root@combo.honeypotbox.com>","-",1317,"0","1","ESMTP","MTA","<200502170903.j1H93Onm018377@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-17","08:50:44","combo","sendmail",18377,"j1H93Onm018377","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:20","00:00:20","relay",30056,"-","2.0.0","Sent (j1H93O6S018380 Message accepted for delivery)","F02","@"
"2005-02-17","08:50:44","combo","sendmail",18381,"j1H93O6S018380","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:00","00:00:00","local",31560,"-","2.0.0","Sent","F01","@"
"2005-02-17","09:01:24","combo","sendmail",18590,"j1H9ECcW018590","root","-",36858,"0","1","-","-","<200502170914.j1H9ECcW018590@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-17","09:01:55","combo","sendmail",18592,"j1H9EP6S018592","<root@combo.honeypotbox.com>","-",37154,"0","1","ESMTP","MTA","<200502170914.j1H9ECcW018590@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-17","09:01:55","combo","sendmail",18590,"j1H9ECcW018590","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:43","00:00:31","relay",30241,"-","2.0.0","Sent (j1H9EP6S018592 Message accepted for delivery)","F02","@"
"2005-02-17","09:01:57","combo","sendmail",18593,"j1H9EP6S018592","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:02","00:00:00","local",67392,"-","2.0.0","Sent","F01","@"
"2005-02-18","08:49:03","combo","sendmail",20854,"j1I9236X020854","root","-",923,"0","1","-","-","<200502180902.j1I9236X020854@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-18","08:49:23","combo","sendmail",20857,"j1I9236S020857","<root@combo.honeypotbox.com>","-",1237,"0","1","ESMTP","MTA","<200502180902.j1I9236X020854@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-18","08:49:23","combo","sendmail",20854,"j1I9236X020854","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:20","00:00:20","relay",30056,"-","2.0.0","Sent (j1I9236S020857 Message accepted for delivery)","F02","@"
"2005-02-18","08:49:24","combo","sendmail",20858,"j1I9236S020857","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:01","00:00:00","local",31480,"-","2.0.0","Sent","F01","@"
"2005-02-18","09:00:06","combo","sendmail",21067,"j1I9CswA021067","root","-",36838,"0","1","-","-","<200502180912.j1I9CswA021067@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-18","09:00:28","combo","sendmail",21069,"j1I9D76S021069","<root@combo.honeypotbox.com>","-",37134,"0","1","ESMTP","MTA","<200502180912.j1I9CswA021067@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-18","09:00:28","combo","sendmail",21067,"j1I9CswA021067","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:33","00:00:22","relay",30241,"-","2.0.0","Sent (j1I9D76S021069 Message accepted for delivery)","F02","@"
"2005-02-18","09:00:28","combo","sendmail",21070,"j1I9D76S021069","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:00","00:00:00","local",67372,"-","2.0.0","Sent","F01","@"
"2005-02-18","16:21:49","combo","sendmail",21667,"j1IGYm6S021667","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-",0,"-","-","[211.158.71.45] did not issue MAIL/EXPN/VRFY/ETRN during connection to MTA","F03","@"
"2005-02-19","08:49:03","combo","sendmail",23231,"j1J923RH023231","root","-",857,"0","1","-","-","<200502190902.j1J923RH023231@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-19","08:49:59","combo","sendmail",23234,"j1J9236S023234","<root@combo.honeypotbox.com>","-",1171,"0","1","ESMTP","MTA","<200502190902.j1J923RH023231@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-19","08:49:59","combo","sendmail",23231,"j1J923RH023231","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:56","00:00:56","relay",30056,"-","2.0.0","Sent (j1J9236S023234 Message accepted for delivery)","F02","@"
